,type,total_timesteps,num_episodes,episode_timesteps,train_episode_reward,train_episode_timesteps,train_reward,train_predicted_reward,reward_pearsonr,actor_loss,critic_loss,discriminator_loss
309,train,60177,298,25,59.434,37.200,0.629,0.420,0.000,-94.687,0.976,1.462
310,train,60189,299,12,54.992,35.167,0.628,0.419,0.000,-94.707,0.972,1.461
311,train,60325,300,136,48.449,31.857,0.629,0.419,0.000,-94.718,0.973,1.460
312,train,60380,301,55,65.003,44.875,0.630,0.417,0.000,-94.831,0.967,1.465
313,train,60416,302,36,68.656,46.000,0.631,0.413,0.000,-94.880,0.968,1.463
314,train,60565,303,149,68.074,45.000,0.631,0.412,0.000,-94.912,0.966,1.464
315,train,60597,304,32,80.878,54.455,0.633,0.410,0.000,-95.026,0.967,1.462
316,train,60686,305,89,78.468,52.583,0.634,0.412,0.000,-95.054,0.970,1.462
317,train,60700,306,14,79.646,55.385,0.636,0.412,0.000,-95.137,0.979,1.465
318,train,60767,307,67,74.710,52.429,0.636,0.412,0.000,-95.148,0.978,1.464
319,train,60778,308,11,78.128,53.400,0.637,0.404,0.000,-95.207,0.983,1.467
320,train,61056,309,278,73.950,50.750,0.637,0.402,0.000,-95.217,0.982,1.466
321,train,61070,310,14,88.107,64.118,0.641,0.391,0.000,-95.446,0.983,1.462
322,train,61094,311,24,84.632,61.333,0.641,0.391,0.000,-95.457,0.984,1.461
323,train,61107,312,13,82.375,59.368,0.640,0.390,0.000,-95.469,0.987,1.460
324,train,61209,313,102,78.979,57.050,0.640,0.388,0.000,-95.477,0.987,1.458
325,train,61221,314,12,82.078,59.190,0.642,0.389,0.000,-95.564,0.985,1.457
326,train,61242,315,21,78.872,57.045,0.643,0.390,0.000,-95.573,0.986,1.457
327,train,61285,316,43,76.418,55.478,0.643,0.390,0.000,-95.594,0.989,1.457
328,train,61327,317,42,76.661,54.958,0.644,0.389,0.000,-95.631,0.988,1.457
329,train,61366,318,39,77.141,54.440,0.646,0.392,0.000,-95.663,0.993,1.455
330,train,61395,319,29,76.586,53.846,0.647,0.395,0.000,-95.696,0.993,1.457
331,train,61447,320,52,75.739,52.926,0.648,0.396,0.000,-95.722,0.990,1.457
332,train,61471,321,24,75.649,52.893,0.648,0.395,0.000,-95.772,0.999,1.456
333,train,61654,322,183,74.214,51.897,0.647,0.396,0.000,-95.793,1.004,1.458
334,train,61684,323,30,77.663,56.267,0.648,0.395,0.000,-95.929,1.019,1.458
335,train,61766,324,82,76.739,55.419,0.648,0.396,0.000,-95.957,1.019,1.458
336,train,61778,325,12,78.977,56.250,0.649,0.399,0.000,-96.031,1.019,1.460
337,train,61789,326,11,76.977,54.909,0.648,0.400,0.000,-96.037,1.023,1.460
338,train,61843,327,54,74.967,53.618,0.649,0.401,0.000,-96.044,1.023,1.460
339,train,61854,328,11,75.845,53.629,0.647,0.404,0.000,-96.092,1.024,1.462
340,train,61886,329,32,74.141,52.444,0.647,0.404,0.000,-96.103,1.023,1.462
341,train,61935,330,49,73.192,51.892,0.647,0.405,0.000,-96.127,1.023,1.462
342,train,61946,331,11,73.241,51.816,0.647,0.411,0.000,-96.165,1.024,1.463
343,train,61981,332,35,71.525,50.769,0.647,0.411,0.000,-96.175,1.024,1.464
344,train,62027,333,46,71.018,50.375,0.647,0.414,0.000,-96.209,1.025,1.464
345,train,62086,334,59,70.634,50.268,0.646,0.413,0.000,-96.235,1.025,1.463
346,train,62306,335,220,70.974,50.476,0.648,0.413,0.000,-96.283,1.027,1.461
347,train,62316,336,10,74.213,54.419,0.651,0.403,0.000,-96.432,1.006,1.464
348,train,62327,337,11,72.652,53.409,0.650,0.402,0.000,-96.438,1.005,1.465
349,train,62339,338,12,71.377,52.467,0.650,0.401,0.000,-96.449,1.005,1.465
350,train,62350,339,11,70.242,51.587,0.650,0.401,0.000,-96.459,1.006,1.464
351,train,62398,340,48,69.031,50.723,0.650,0.400,0.000,-96.469,1.006,1.464
352,train,62411,341,13,68.909,50.667,0.650,0.401,0.000,-96.507,1.004,1.467
353,train,62421,342,10,67.766,49.898,0.649,0.401,0.000,-96.518,1.004,1.467
354,train,62457,343,36,66.509,49.100,0.649,0.400,0.000,-96.526,1.003,1.467
355,train,62468,344,11,66.269,48.843,0.650,0.401,0.000,-96.562,1.000,1.466
356,train,62477,345,9,65.159,48.115,0.650,0.402,0.000,-96.568,0.999,1.466
357,train,62489,346,12,64.050,47.377,0.650,0.402,0.000,-96.578,0.998,1.465
358,train,62501,347,12,63.054,46.722,0.650,0.402,0.000,-96.585,0.999,1.465
359,train,63501,348,1000,62.099,46.091,0.649,0.402,0.000,-96.596,0.999,1.465
360,train,63510,349,9,75.365,63.125,0.661,0.396,0.000,-97.236,1.027,1.469
361,train,63559,350,49,74.090,62.175,0.661,0.395,0.000,-97.241,1.027,1.469
362,train,63567,351,8,74.085,61.948,0.662,0.397,0.000,-97.278,1.033,1.466
363,train,63651,352,84,72.916,61.034,0.662,0.398,0.000,-97.282,1.033,1.466
364,train,63669,353,18,73.025,61.417,0.664,0.397,0.000,-97.341,1.030,1.463
365,train,63686,354,17,72.649,60.705,0.664,0.396,0.000,-97.349,1.031,1.462
366,train,63695,355,9,71.761,60.000,0.664,0.397,0.000,-97.356,1.036,1.461
367,train,63706,356,11,70.657,59.190,0.664,0.397,0.000,-97.359,1.038,1.461
368,train,63715,357,9,69.820,58.438,0.663,0.397,0.000,-97.365,1.041,1.461
369,train,63738,358,23,68.856,57.677,0.664,0.397,0.000,-97.371,1.041,1.461
370,train,63749,359,11,68.604,57.152,0.664,0.398,0.000,-97.387,1.042,1.461
371,train,63759,360,10,67.712,56.463,0.664,0.399,0.000,-97.398,1.047,1.461
372,train,63768,361,9,66.789,55.779,0.664,0.399,0.000,-97.405,1.048,1.461
373,train,63777,362,9,65.900,55.101,0.663,0.399,0.000,-97.410,1.050,1.461
374,train,63801,363,24,65.000,54.443,0.663,0.399,0.000,-97.419,1.051,1.460
375,train,63822,364,21,64.699,54.014,0.663,0.399,0.000,-97.436,1.053,1.458
376,train,63845,365,23,64.200,53.556,0.663,0.400,0.000,-97.451,1.053,1.458
377,train,63868,366,23,63.765,53.137,0.664,0.400,0.000,-97.467,1.057,1.457
378,train,63879,367,11,63.194,52.730,0.663,0.399,0.000,-97.481,1.058,1.456
379,train,63890,368,11,62.450,52.173,0.663,0.400,0.000,-97.488,1.057,1.456
380,train,63899,369,9,61.723,51.632,0.663,0.400,0.000,-97.498,1.055,1.456
381,train,63908,370,9,61.027,51.078,0.662,0.400,0.000,-97.503,1.057,1.456
382,train,63917,371,9,60.252,50.538,0.663,0.400,0.000,-97.510,1.058,1.455
383,train,63928,372,11,59.524,50.013,0.663,0.400,0.000,-97.512,1.058,1.454
384,train,63938,373,10,58.938,49.525,0.663,0.401,0.000,-97.524,1.059,1.453
385,train,63946,374,8,58.280,49.037,0.663,0.401,0.000,-97.528,1.061,1.453
386,train,63955,375,9,57.615,48.537,0.663,0.401,0.000,-97.534,1.061,1.454
387,train,64080,376,125,56.970,48.060,0.663,0.402,0.000,-97.539,1.063,1.454
388,train,64094,377,14,57.471,48.976,0.665,0.405,0.000,-97.619,1.069,1.457
389,train,64106,378,12,57.013,48.565,0.665,0.406,0.000,-97.629,1.068,1.458
390,train,64116,379,10,56.495,48.140,0.665,0.406,0.000,-97.638,1.071,1.458
391,train,64127,380,11,55.937,47.701,0.666,0.407,0.000,-97.647,1.075,1.458
392,train,64166,381,39,55.495,47.284,0.666,0.407,0.000,-97.658,1.073,1.457
393,train,64178,382,12,55.337,47.191,0.667,0.408,0.000,-97.688,1.081,1.457
394,train,64252,383,74,54.828,46.800,0.667,0.408,0.000,-97.698,1.084,1.457
395,train,65252,384,1000,55.179,47.099,0.666,0.408,0.000,-97.760,1.093,1.456
396,train,65252,384,1000,55.179,47.099,0.669,0.371,0.000,-98.370,1.078,1.467
397,train,65314,385,62,699.357,1000.000,0.669,0.371,0.000,-98.370,1.078,1.467
398,train,65322,386,8,376.160,531.000,0.670,0.374,0.000,-98.401,1.077,1.468
399,train,65331,387,9,251.506,356.667,0.669,0.374,0.000,-98.406,1.075,1.468
400,train,65385,388,54,189.746,269.750,0.669,0.374,0.000,-98.411,1.072,1.468
401,train,65425,389,40,166.308,226.600,0.670,0.375,0.000,-98.451,1.069,1.464
402,train,65483,390,58,145.417,195.500,0.670,0.377,0.000,-98.479,1.065,1.463
403,train,65516,391,33,119.590,175.857,0.669,0.381,0.000,-98.519,1.065,1.462
404,train,65527,392,11,113.287,158.000,0.669,0.383,0.000,-98.541,1.066,1.463
405,train,65539,393,12,102.238,141.667,0.669,0.384,0.000,-98.547,1.064,1.463
406,train,65551,394,12,92.832,128.700,0.669,0.385,0.000,-98.555,1.062,1.464
407,train,65562,395,11,85.098,118.091,0.668,0.386,0.000,-98.562,1.062,1.464
408,train,65571,396,9,78.847,109.167,0.668,0.386,0.000,-98.571,1.064,1.464
409,train,65582,397,11,72.857,101.462,0.668,0.386,0.000,-98.581,1.065,1.463
410,train,65594,398,12,68.272,95.000,0.668,0.387,0.000,-98.591,1.067,1.463
411,train,65608,399,14,64.891,89.467,0.668,0.386,0.000,-98.600,1.068,1.463
412,train,65620,400,12,61.403,84.750,0.668,0.388,0.000,-98.610,1.068,1.462
413,train,65631,401,11,58.416,80.471,0.668,0.389,0.000,-98.617,1.068,1.462
414,train,65661,402,30,55.924,76.611,0.668,0.390,0.000,-98.627,1.069,1.463
415,train,65675,403,14,54.929,74.158,0.667,0.392,0.000,-98.643,1.069,1.462
416,train,65788,404,113,52.475,71.150,0.668,0.394,0.000,-98.655,1.072,1.463
417,train,65799,405,11,51.835,73.143,0.666,0.402,0.000,-98.722,1.056,1.464
418,train,65808,406,9,49.957,70.318,0.666,0.402,0.000,-98.727,1.056,1.464
419,train,65819,407,11,47.953,67.652,0.666,0.402,0.000,-98.732,1.056,1.464
420,train,65831,408,12,46.200,65.292,0.666,0.402,0.000,-98.741,1.056,1.464
421,train,65853,409,22,44.553,63.160,0.666,0.404,0.000,-98.748,1.054,1.464
422,train,65886,410,33,43.745,61.577,0.667,0.406,0.000,-98.769,1.049,1.465
423,train,65897,411,11,43.430,60.519,0.666,0.408,0.000,-98.788,1.044,1.465
424,train,65907,412,10,42.041,58.750,0.666,0.409,0.000,-98.796,1.045,1.465
425,train,65918,413,11,40.587,57.069,0.666,0.411,0.000,-98.805,1.046,1.466
426,train,66037,414,119,39.130,55.533,0.666,0.412,0.000,-98.814,1.048,1.467
427,train,66048,415,11,41.662,57.581,0.665,0.408,0.000,-98.884,1.040,1.467
428,train,66059,416,11,40.527,56.125,0.666,0.408,0.000,-98.891,1.039,1.466
429,train,66068,417,9,39.366,54.758,0.666,0.408,0.000,-98.900,1.038,1.466
430,train,66080,418,12,38.320,53.412,0.666,0.409,0.000,-98.909,1.040,1.466
431,train,66100,419,20,37.584,52.229,0.666,0.409,0.000,-98.916,1.040,1.466
432,train,66109,420,9,37.053,51.333,0.665,0.409,0.000,-98.919,1.040,1.466
433,train,66120,421,11,36.360,50.189,0.665,0.409,0.000,-98.921,1.038,1.466
434,train,66133,422,13,35.513,49.158,0.666,0.410,0.000,-98.929,1.036,1.466
435,train,66271,423,138,34.881,48.231,0.666,0.411,0.000,-98.935,1.035,1.465
436,train,66301,424,30,37.449,50.475,0.662,0.417,0.000,-99.023,1.041,1.467
437,train,66331,425,30,37.662,49.976,0.661,0.417,0.000,-99.044,1.036,1.467
438,train,66341,426,10,37.950,49.500,0.661,0.419,0.000,-99.064,1.031,1.467
439,train,66352,427,11,37.290,48.581,0.662,0.420,0.000,-99.074,1.031,1.467
440,train,66362,428,10,36.700,47.727,0.661,0.420,0.000,-99.084,1.031,1.468
441,train,66371,429,9,36.097,46.889,0.662,0.420,0.000,-99.091,1.029,1.468
442,train,66380,430,9,35.437,46.065,0.662,0.421,0.000,-99.098,1.030,1.468
443,train,66390,431,10,34.794,45.277,0.662,0.421,0.000,-99.105,1.028,1.469
444,train,67390,432,1000,34.259,44.542,0.661,0.421,0.000,-99.112,1.030,1.469
445,train,67399,433,9,46.470,64.041,0.667,0.392,0.000,-99.718,1.018,1.473
446,train,67410,434,11,45.671,62.940,0.667,0.392,0.000,-99.721,1.017,1.474
447,train,67419,435,9,44.938,61.922,0.667,0.393,0.000,-99.725,1.012,1.474
448,train,68419,436,1000,44.144,60.904,0.667,0.394,0.000,-99.731,1.010,1.475
449,train,68430,437,11,55.674,78.623,0.668,0.428,0.000,-100.187,0.946,1.458
450,train,68440,438,10,54.751,77.370,0.668,0.428,0.000,-100.191,0.947,1.458
451,train,68450,439,10,53.898,76.145,0.667,0.427,0.000,-100.195,0.949,1.457
452,train,68482,440,32,53.116,74.964,0.667,0.426,0.000,-100.200,0.949,1.457
453,train,68534,441,52,52.752,74.211,0.668,0.427,0.000,-100.222,0.953,1.458
454,train,68554,442,20,53.247,73.828,0.669,0.426,0.000,-100.253,0.956,1.460
455,train,68588,443,34,52.876,72.915,0.669,0.425,0.000,-100.260,0.956,1.460
456,train,68606,444,18,52.690,72.267,0.668,0.424,0.000,-100.276,0.959,1.460
457,train,68652,445,46,52.162,71.377,0.668,0.423,0.000,-100.287,0.961,1.459
458,train,68671,446,19,52.436,70.968,0.669,0.425,0.000,-100.305,0.957,1.459
459,train,68683,447,12,51.974,70.143,0.669,0.423,0.000,-100.322,0.956,1.460
460,train,68784,448,101,51.422,69.234,0.669,0.423,0.000,-100.331,0.958,1.459
461,train,68805,449,21,52.784,69.723,0.669,0.417,0.000,-100.372,0.953,1.462
462,train,68828,450,23,52.443,68.985,0.669,0.417,0.000,-100.386,0.953,1.461
463,train,68846,451,18,52.256,68.299,0.671,0.417,0.000,-100.401,0.953,1.461
464,train,68856,452,10,51.954,67.559,0.671,0.417,0.000,-100.413,0.956,1.462
465,train,68867,453,11,51.339,66.725,0.670,0.418,0.000,-100.417,0.955,1.461
466,train,68879,454,12,50.749,65.929,0.671,0.418,0.000,-100.421,0.952,1.461
467,train,68913,455,34,50.078,65.169,0.671,0.418,0.000,-100.430,0.953,1.461
468,train,68961,456,48,50.228,64.736,0.671,0.416,0.000,-100.449,0.960,1.460
469,train,68973,457,12,50.803,64.507,0.672,0.414,0.000,-100.481,0.959,1.461
470,train,69025,458,52,50.260,63.797,0.672,0.414,0.000,-100.483,0.958,1.461
471,train,69084,459,59,50.515,63.640,0.672,0.411,0.000,-100.514,0.960,1.459
472,train,69097,460,13,50.945,63.579,0.672,0.411,0.000,-100.560,0.971,1.460
473,train,69222,461,125,50.474,62.922,0.672,0.411,0.000,-100.563,0.971,1.460
474,train,69234,462,12,52.755,63.718,0.673,0.407,0.000,-100.630,0.976,1.457
475,train,69247,463,13,52.277,63.063,0.673,0.407,0.000,-100.636,0.977,1.457
476,train,69310,464,63,51.775,62.438,0.673,0.406,0.000,-100.644,0.977,1.457
477,train,69345,465,35,52.648,62.444,0.674,0.403,0.000,-100.674,0.973,1.454
478,train,69364,466,19,52.780,62.110,0.674,0.401,0.000,-100.700,0.976,1.453
479,train,69375,467,11,52.494,61.590,0.673,0.400,0.000,-100.711,0.975,1.452
480,train,69387,468,12,52.052,60.988,0.674,0.399,0.000,-100.716,0.975,1.452
481,train,69397,469,10,51.589,60.412,0.674,0.400,0.000,-100.724,0.976,1.452
482,train,69407,470,10,51.108,59.826,0.674,0.399,0.000,-100.731,0.975,1.451
483,train,69420,471,13,50.632,59.253,0.674,0.398,0.000,-100.737,0.975,1.450
484,train,69487,472,67,50.121,58.727,0.674,0.399,0.000,-100.744,0.979,1.450
485,train,69538,473,51,50.563,58.820,0.674,0.401,0.000,-100.783,0.989,1.447
486,train,69549,474,11,50.740,58.733,0.674,0.400,0.000,-100.816,0.988,1.447
487,train,69559,475,10,50.244,58.209,0.673,0.401,0.000,-100.822,0.988,1.446
488,train,69571,476,12,49.782,57.685,0.673,0.401,0.000,-100.829,0.989,1.446
489,train,69599,477,28,49.371,57.194,0.673,0.401,0.000,-100.836,0.989,1.445
490,train,69673,478,74,49.139,56.883,0.673,0.402,0.000,-100.851,0.985,1.445
491,train,69697,479,24,49.597,57.063,0.673,0.397,0.000,-100.892,0.982,1.441
492,train,69710,480,13,49.530,56.719,0.674,0.398,0.000,-100.903,0.984,1.440
493,train,69722,481,12,49.135,56.268,0.674,0.398,0.000,-100.911,0.988,1.440
494,train,69749,482,27,48.782,55.816,0.674,0.399,0.000,-100.919,0.987,1.439
495,train,69835,483,86,48.688,55.525,0.674,0.399,0.000,-100.939,0.983,1.440
496,train,69880,484,45,49.262,55.830,0.675,0.399,0.000,-101.002,0.982,1.440
497,train,69920,485,40,49.571,55.723,0.675,0.400,0.000,-101.032,0.985,1.439
498,train,69932,486,12,49.650,55.569,0.676,0.400,0.000,-101.057,0.978,1.440
499,train,69954,487,22,49.283,55.146,0.677,0.400,0.000,-101.067,0.977,1.439
500,train,69966,488,12,49.223,54.827,0.676,0.400,0.000,-101.081,0.979,1.438
501,train,69990,489,24,48.944,54.419,0.675,0.400,0.000,-101.089,0.980,1.437
502,train,70016,490,26,48.921,54.132,0.675,0.401,0.000,-101.108,0.976,1.438
503,train,70016,490,26,48.921,54.132,0.675,0.402,0.000,-101.126,0.974,1.439
504,train,70059,491,43,27.089,26.000,0.675,0.402,0.000,-101.126,0.974,1.439
505,train,70195,492,136,47.473,34.500,0.676,0.402,0.000,-101.154,0.969,1.437
506,train,70232,493,37,122.978,68.333,0.677,0.402,0.000,-101.233,0.964,1.437
507,train,70244,494,12,108.302,60.500,0.677,0.404,0.000,-101.257,0.958,1.439
508,train,70257,495,13,88.021,50.800,0.678,0.404,0.000,-101.262,0.959,1.439
509,train,70287,496,30,75.043,44.500,0.678,0.404,0.000,-101.268,0.960,1.440
510,train,70410,497,123,71.756,42.429,0.678,0.409,0.000,-101.292,0.965,1.443
511,train,70421,498,11,91.747,52.500,0.679,0.417,0.000,-101.376,0.969,1.444
512,train,71421,499,1000,83.234,47.889,0.679,0.418,0.000,-101.380,0.967,1.445
513,train,71431,500,10,122.837,143.100,0.683,0.453,0.000,-101.959,0.908,1.455
514,train,71443,501,12,112.849,131.000,0.683,0.453,0.000,-101.965,0.909,1.455
515,train,71455,502,12,104.513,121.083,0.683,0.453,0.000,-101.971,0.909,1.455
516,train,71467,503,12,96.860,112.692,0.684,0.453,0.000,-101.977,0.910,1.455
517,train,71478,504,11,91.194,105.500,0.684,0.452,0.000,-101.983,0.911,1.455
518,train,71503,505,25,85.946,99.200,0.684,0.451,0.000,-101.993,0.911,1.455
519,train,71523,506,20,83.172,94.562,0.684,0.451,0.000,-102.004,0.909,1.456
520,train,71569,507,46,79.787,90.176,0.685,0.450,0.000,-102.016,0.911,1.456
521,train,71601,508,32,78.918,87.722,0.686,0.450,0.000,-102.038,0.913,1.456
522,train,71614,509,13,78.219,84.789,0.686,0.448,0.000,-102.059,0.915,1.456
523,train,72614,510,1000,75.288,81.200,0.685,0.448,0.000,-102.062,0.916,1.457
524,train,72677,511,63,102.363,124.952,0.684,0.407,0.000,-102.603,0.940,1.452
525,train,72696,512,19,102.836,122.136,0.685,0.411,0.000,-102.632,0.933,1.452
526,train,72743,513,47,99.602,117.652,0.685,0.411,0.000,-102.640,0.932,1.454
527,train,72757,514,14,99.316,114.708,0.686,0.411,0.000,-102.674,0.928,1.454
528,train,72769,515,12,95.617,110.680,0.686,0.412,0.000,-102.681,0.926,1.454
529,train,72887,516,118,92.265,106.885,0.686,0.412,0.000,-102.688,0.924,1.454
530,train,72898,517,11,96.467,107.296,0.687,0.416,0.000,-102.745,0.919,1.452
531,train,72918,518,20,93.555,103.857,0.687,0.417,0.000,-102.748,0.917,1.452
532,train,72949,519,31,91.473,100.966,0.687,0.417,0.000,-102.756,0.914,1.452
533,train,73106,520,157,89.826,98.633,0.687,0.417,0.000,-102.763,0.913,1.451
534,train,73222,521,116,94.170,100.516,0.688,0.438,0.000,-102.848,0.918,1.452
535,train,73241,522,19,96.864,101.000,0.691,0.444,0.000,-102.918,0.924,1.449
536,train,73257,523,16,94.804,98.515,0.691,0.444,0.000,-102.933,0.923,1.449
537,train,73269,524,12,92.656,96.088,0.691,0.443,0.000,-102.937,0.922,1.448
538,train,73317,525,48,90.309,93.686,0.691,0.442,0.000,-102.946,0.923,1.448
539,train,73327,526,10,90.523,92.417,0.691,0.442,0.000,-102.965,0.920,1.449
540,train,73349,527,22,88.377,90.189,0.691,0.442,0.000,-102.967,0.919,1.449
541,train,73359,528,10,86.947,88.395,0.691,0.443,0.000,-102.977,0.915,1.450
542,train,73373,529,14,84.925,86.385,0.691,0.443,0.000,-102.983,0.913,1.450
543,train,73411,530,38,83.164,84.575,0.692,0.443,0.000,-102.989,0.916,1.450
544,train,73425,531,14,82.531,83.439,0.693,0.445,0.000,-103.016,0.921,1.450
545,train,74425,532,1000,81.122,81.786,0.693,0.445,0.000,-103.022,0.924,1.450
546,train,74436,533,11,97.344,103.140,0.696,0.468,0.000,-103.570,0.937,1.452
547,train,74460,534,24,95.425,101.045,0.696,0.467,0.000,-103.578,0.936,1.453
548,train,74537,535,77,94.074,99.333,0.695,0.466,0.000,-103.590,0.936,1.454
549,train,74549,536,12,94.852,98.848,0.696,0.459,0.000,-103.629,0.937,1.453
550,train,74609,537,60,93.161,97.000,0.696,0.458,0.000,-103.637,0.936,1.453
551,train,74640,538,31,93.278,96.229,0.694,0.455,0.000,-103.663,0.931,1.452
552,train,74664,539,24,92.266,94.898,0.694,0.453,0.000,-103.687,0.927,1.451
553,train,74705,540,41,91.185,93.480,0.694,0.453,0.000,-103.702,0.926,1.451
554,train,74727,541,22,90.737,92.451,0.695,0.453,0.000,-103.737,0.925,1.452
555,train,74935,542,208,89.588,91.096,0.695,0.452,0.000,-103.744,0.923,1.453
556,train,75061,543,126,93.954,93.302,0.701,0.447,0.000,-103.886,0.920,1.459
557,train,75061,543,126,93.954,93.302,0.700,0.444,0.000,-103.966,0.922,1.461
558,train,75084,544,23,211.860,126.000,0.700,0.444,0.000,-103.966,0.922,1.461
559,train,75106,545,22,130.651,74.500,0.700,0.441,0.000,-103.975,0.921,1.461
560,train,75137,546,31,100.222,57.000,0.700,0.440,0.000,-103.990,0.922,1.460
561,train,75146,547,9,75.131,50.500,0.700,0.438,0.000,-104.008,0.924,1.460
562,train,75180,548,34,61.956,42.200,0.701,0.438,0.000,-104.018,0.925,1.459
563,train,75199,549,19,63.088,40.833,0.701,0.440,0.000,-104.043,0.929,1.458
564,train,75234,550,35,57.633,37.714,0.701,0.438,0.000,-104.053,0.929,1.459
565,train,75245,551,11,60.667,37.375,0.700,0.437,0.000,-104.069,0.928,1.459
566,train,75255,552,10,55.747,34.444,0.700,0.436,0.000,-104.078,0.926,1.460
567,train,75265,553,10,51.558,32.000,0.701,0.435,0.000,-104.084,0.925,1.460
568,train,75284,554,19,47.898,30.000,0.702,0.435,0.000,-104.088,0.924,1.460
569,train,75307,555,23,46.386,29.083,0.701,0.433,0.000,-104.098,0.922,1.461
570,train,75318,556,11,45.750,28.615,0.702,0.434,0.000,-104.113,0.920,1.461
571,train,75328,557,10,43.764,27.357,0.702,0.435,0.000,-104.124,0.922,1.461
572,train,75368,558,40,41.756,26.200,0.702,0.434,0.000,-104.132,0.923,1.461
573,train,75377,559,9,42.950,27.062,0.703,0.433,0.000,-104.164,0.931,1.462
574,train,75422,560,45,40.744,26.000,0.703,0.433,0.000,-104.171,0.930,1.462
575,train,75433,561,11,41.171,27.056,0.705,0.434,0.000,-104.192,0.926,1.463
576,train,75444,562,11,39.637,26.211,0.705,0.434,0.000,-104.196,0.927,1.463
577,train,75455,563,11,38.294,25.450,0.706,0.434,0.000,-104.201,0.929,1.463
578,train,75527,564,72,36.849,24.762,0.706,0.434,0.000,-104.214,0.928,1.464
579,train,75537,565,10,41.400,26.909,0.708,0.440,0.000,-104.255,0.927,1.465
580,train,75566,566,29,40.126,26.174,0.708,0.441,0.000,-104.264,0.927,1.465
581,train,75587,567,21,40.374,26.292,0.708,0.444,0.000,-104.289,0.930,1.465
582,train,75635,568,48,39.945,26.080,0.709,0.444,0.000,-104.303,0.932,1.467
583,train,75646,569,11,41.594,26.923,0.711,0.445,0.000,-104.328,0.933,1.469
584,train,75720,570,74,40.382,26.333,0.711,0.444,0.000,-104.339,0.934,1.469
585,train,75730,571,10,44.343,28.036,0.712,0.447,0.000,-104.392,0.938,1.469
586,train,75821,572,91,43.338,27.414,0.711,0.446,0.000,-104.398,0.940,1.468
587,train,75832,573,11,48.495,29.533,0.710,0.445,0.000,-104.454,0.958,1.464
588,train,75852,574,20,47.355,28.935,0.711,0.445,0.000,-104.462,0.956,1.464
589,train,75887,575,35,46.560,28.656,0.711,0.445,0.000,-104.479,0.956,1.464
590,train,75908,576,21,47.234,28.848,0.712,0.443,0.000,-104.501,0.954,1.464
591,train,75942,577,34,46.724,28.618,0.713,0.443,0.000,-104.520,0.952,1.462
592,train,75966,578,24,47.099,28.771,0.713,0.443,0.000,-104.541,0.952,1.460
593,train,75986,579,20,46.881,28.639,0.713,0.443,0.000,-104.552,0.952,1.461
594,train,76022,580,36,46.374,28.405,0.715,0.442,0.000,-104.571,0.954,1.461
595,train,76060,581,38,46.933,28.605,0.716,0.441,0.000,-104.594,0.960,1.459
596,train,76073,582,13,47.621,28.846,0.717,0.441,0.000,-104.614,0.960,1.459
597,train,76097,583,24,46.910,28.450,0.717,0.443,0.000,-104.620,0.961,1.459
598,train,76134,584,37,46.920,28.341,0.716,0.444,0.000,-104.635,0.961,1.461
599,train,76191,585,57,47.320,28.548,0.716,0.445,0.000,-104.661,0.957,1.461
600,train,76207,586,16,48.312,29.209,0.717,0.443,0.000,-104.708,0.958,1.462
601,train,76217,587,10,47.553,28.909,0.718,0.445,0.000,-104.718,0.959,1.463
602,train,76230,588,13,46.756,28.489,0.717,0.445,0.000,-104.718,0.960,1.463
603,train,76279,589,49,46.190,28.152,0.718,0.445,0.000,-104.732,0.962,1.463
604,train,76315,590,36,47.358,28.596,0.719,0.446,0.000,-104.758,0.968,1.462
605,train,76370,591,55,47.872,28.750,0.719,0.444,0.000,-104.781,0.970,1.460
606,train,76453,592,83,48.441,29.286,0.720,0.441,0.000,-104.825,0.968,1.457
607,train,76474,593,21,49.958,30.360,0.721,0.438,0.000,-104.879,0.964,1.454
608,train,76579,594,105,49.732,30.176,0.720,0.436,0.000,-104.896,0.963,1.453
609,train,76600,595,21,52.621,31.615,0.721,0.426,0.000,-104.963,0.969,1.451
610,train,76610,596,10,52.424,31.415,0.721,0.428,0.000,-104.976,0.968,1.451
611,train,76627,597,17,51.623,31.019,0.721,0.428,0.000,-104.983,0.966,1.450
612,train,76657,598,30,51.132,30.764,0.722,0.429,0.000,-104.997,0.965,1.450
613,train,76679,599,22,50.596,30.750,0.721,0.430,0.000,-105.016,0.966,1.449
614,train,76703,600,24,50.198,30.596,0.722,0.427,0.000,-105.027,0.967,1.448
615,train,76788,601,85,50.080,30.483,0.722,0.426,0.000,-105.045,0.968,1.448
616,train,76803,602,15,51.357,31.407,0.725,0.424,0.000,-105.098,0.958,1.448
617,train,76814,603,11,50.864,31.133,0.725,0.423,0.000,-105.109,0.957,1.448
618,train,76843,604,29,50.253,30.803,0.725,0.424,0.000,-105.120,0.959,1.448
619,train,76902,605,59,50.445,30.774,0.726,0.423,0.000,-105.140,0.965,1.450
620,train,77000,606,98,51.573,31.222,0.726,0.422,0.000,-105.177,0.980,1.450
621,train,77032,607,32,52.874,32.266,0.728,0.421,0.000,-105.245,0.982,1.448
622,train,77042,608,10,52.831,32.262,0.729,0.422,0.000,-105.266,0.980,1.447
623,train,77064,609,22,52.151,31.924,0.730,0.422,0.000,-105.274,0.980,1.447
624,train,77086,610,22,51.897,31.776,0.730,0.421,0.000,-105.284,0.978,1.445
