,type,total_timesteps,num_episodes,episode_timesteps,train_episode_reward,train_episode_timesteps,train_reward,train_predicted_reward,reward_pearsonr,actor_loss,critic_loss,discriminator_loss
39,train,5290,39,34,-334.870,532.500,-0.501,0.526,0.000,-16.845,0.340,1.634
40,train,5339,40,49,-235.032,366.333,-0.500,0.527,0.000,-16.948,0.343,1.634
41,train,5364,41,25,-176.648,287.000,-0.500,0.521,0.000,-17.097,0.344,1.633
42,train,5445,42,81,-143.088,234.600,-0.500,0.521,0.000,-17.176,0.344,1.632
43,train,5513,43,68,-120.302,209.000,-0.501,0.513,0.000,-17.422,0.346,1.634
44,train,5555,44,42,-108.897,188.857,-0.501,0.508,0.000,-17.623,0.349,1.630
45,train,5647,45,92,-101.518,170.500,-0.502,0.504,0.000,-17.749,0.351,1.630
46,train,5874,46,227,-98.555,161.778,-0.501,0.497,0.000,-18.022,0.360,1.628
47,train,5990,47,116,-101.744,168.300,-0.505,0.465,0.000,-18.682,0.397,1.617
48,train,6003,48,13,-99.431,163.545,-0.506,0.454,0.000,-19.013,0.417,1.613
49,train,6038,49,35,-91.896,151.000,-0.506,0.453,0.000,-19.053,0.419,1.613
50,train,6081,50,43,-83.670,142.077,-0.506,0.452,0.000,-19.160,0.425,1.612
51,train,6323,51,242,-76.829,135.000,-0.506,0.448,0.000,-19.286,0.434,1.613
52,train,6534,52,211,-80.200,142.133,-0.506,0.443,0.000,-19.998,0.462,1.611
53,train,6629,53,95,-82.320,146.438,-0.507,0.438,0.000,-20.631,0.484,1.612
54,train,6649,54,20,-78.534,143.412,-0.506,0.437,0.000,-20.916,0.496,1.610
55,train,6764,55,115,-73.672,136.556,-0.506,0.438,0.000,-20.974,0.499,1.609
56,train,6774,56,10,-71.530,135.421,-0.504,0.447,0.000,-21.323,0.506,1.609
57,train,6826,57,52,-68.483,129.150,-0.503,0.447,0.000,-21.351,0.507,1.609
58,train,6865,58,39,-66.308,125.476,-0.501,0.453,0.000,-21.506,0.513,1.612
59,train,6887,59,22,-64.293,121.545,-0.501,0.455,0.000,-21.623,0.520,1.612
60,train,7887,60,1000,-61.574,117.217,-0.500,0.456,0.000,-21.688,0.522,1.612
61,train,8011,61,124,-80.758,154.000,-0.495,0.422,0.000,-24.410,0.600,1.587
62,train,8043,62,32,-81.504,152.800,-0.498,0.411,0.000,-24.725,0.568,1.580
63,train,8057,63,14,-80.421,148.154,-0.499,0.411,0.000,-24.805,0.563,1.579
64,train,8349,64,292,-77.090,143.185,-0.499,0.411,0.000,-24.841,0.561,1.579
65,train,8778,65,429,-80.547,148.500,-0.502,0.400,0.000,-25.578,0.571,1.572
66,train,8811,66,33,-86.557,158.172,-0.510,0.399,0.000,-26.655,0.635,1.563
67,train,8861,67,50,-83.781,154.000,-0.510,0.398,0.000,-26.735,0.640,1.562
68,train,8925,68,64,-81.497,150.645,-0.511,0.392,0.000,-26.854,0.652,1.561
69,train,8937,69,12,-80.741,147.938,-0.511,0.390,0.000,-27.009,0.662,1.560
70,train,8956,70,19,-78.261,143.818,-0.511,0.390,0.000,-27.040,0.665,1.560
71,train,8974,71,18,-76.364,140.147,-0.512,0.391,0.000,-27.090,0.667,1.560
72,train,9134,72,160,-73.941,136.657,-0.511,0.392,0.000,-27.136,0.669,1.561
73,train,9177,73,43,-74.333,137.306,-0.512,0.380,0.000,-27.523,0.693,1.557
74,train,9275,74,98,-71.669,134.757,-0.511,0.382,0.000,-27.634,0.701,1.557
75,train,9316,75,41,-70.243,133.789,-0.510,0.387,0.000,-27.878,0.715,1.557
76,train,9343,76,27,-68.749,131.410,-0.510,0.389,0.000,-27.983,0.720,1.558
77,train,9384,77,41,-67.057,128.800,-0.510,0.389,0.000,-28.054,0.724,1.559
78,train,9417,78,33,-66.086,126.659,-0.509,0.387,0.000,-28.158,0.723,1.558
79,train,9473,79,56,-65.409,124.429,-0.508,0.388,0.000,-28.243,0.717,1.559
80,train,9502,80,29,-64.543,122.837,-0.509,0.386,0.000,-28.383,0.717,1.558
81,train,9663,81,161,-63.304,120.705,-0.507,0.384,0.000,-28.456,0.720,1.558
82,train,10663,82,1000,-62.504,121.600,-0.503,0.386,0.000,-28.866,0.735,1.555
83,train,10663,82,1000,-62.504,121.600,-0.412,0.379,0.000,-31.131,0.718,1.575
84,train,11663,83,1000,358.289,1000.000,-0.412,0.379,0.000,-31.131,0.718,1.575
85,train,11676,84,13,640.785,1000.000,-0.307,0.464,0.000,-33.378,0.718,1.576
86,train,11721,85,45,428.049,671.000,-0.308,0.464,0.000,-33.410,0.717,1.576
87,train,11759,86,38,335.276,514.500,-0.307,0.462,0.000,-33.520,0.714,1.577
88,train,11961,87,202,276.540,419.200,-0.306,0.459,0.000,-33.606,0.713,1.577
89,train,12322,88,361,272.945,383.000,-0.296,0.446,0.000,-34.077,0.709,1.582
90,train,13322,89,1000,282.494,379.857,-0.268,0.414,0.000,-34.918,0.734,1.581
91,train,14322,90,1000,285.831,457.375,-0.189,0.439,0.000,-37.030,0.682,1.569
92,train,15322,91,1000,335.056,517.667,-0.126,0.471,0.000,-38.963,0.679,1.567
93,train,15322,91,1000,335.056,517.667,-0.062,0.473,0.000,-40.963,0.677,1.586
94,train,15464,92,142,834.897,1000.000,-0.062,0.473,0.000,-40.963,0.677,1.586
95,train,15797,93,333,486.856,571.000,-0.060,0.464,0.000,-41.250,0.677,1.583
96,train,16797,94,1000,412.686,491.667,-0.049,0.461,0.000,-41.934,0.693,1.586
97,train,17797,95,1000,463.487,618.750,-0.002,0.404,0.000,-43.887,0.659,1.585
98,train,17973,96,176,499.001,695.000,0.036,0.420,0.000,-45.716,0.679,1.574
99,train,17999,97,26,449.264,608.500,0.039,0.425,0.000,-46.034,0.685,1.574
100,train,18035,98,36,388.907,525.286,0.040,0.425,0.000,-46.082,0.690,1.574
101,train,18050,99,15,343.302,464.125,0.040,0.426,0.000,-46.147,0.685,1.574
102,train,18158,100,108,307.013,414.222,0.041,0.427,0.000,-46.177,0.685,1.574
103,train,19158,101,1000,293.498,383.600,0.043,0.426,0.000,-46.373,0.700,1.576
104,train,19186,102,28,333.833,439.636,0.100,0.417,0.000,-48.146,0.715,1.563
105,train,20186,103,1000,307.315,405.333,0.100,0.417,0.000,-48.194,0.713,1.562
106,train,20186,103,1000,307.315,405.333,0.126,0.456,0.000,-49.882,0.719,1.569
107,train,21186,104,1000,690.646,1000.000,0.126,0.456,0.000,-49.882,0.719,1.569
108,train,21544,105,358,673.548,1000.000,0.150,0.458,0.000,-51.534,0.709,1.570
109,train,22155,106,611,545.482,786.000,0.156,0.455,0.000,-52.153,0.706,1.573
110,train,22242,107,87,553.441,742.250,0.169,0.436,0.000,-53.205,0.775,1.577
111,train,22526,108,284,451.306,611.200,0.170,0.433,0.000,-53.357,0.777,1.577
112,train,22539,109,13,439.256,556.667,0.180,0.419,0.000,-53.853,0.790,1.576
113,train,23125,110,586,378.206,479.000,0.181,0.418,0.000,-53.875,0.790,1.576
114,train,23139,111,14,417.265,492.375,0.212,0.447,0.000,-54.938,0.810,1.579
115,train,24139,112,1000,372.222,439.222,0.213,0.448,0.000,-54.964,0.810,1.580
116,train,24232,113,93,404.922,495.300,0.247,0.452,0.000,-56.608,0.800,1.592
117,train,24384,114,152,378.374,458.727,0.247,0.455,0.000,-56.762,0.797,1.590
118,train,25384,115,1000,360.207,433.167,0.248,0.454,0.000,-57.010,0.797,1.589
119,train,25384,115,1000,360.207,433.167,0.265,0.420,0.000,-58.476,0.838,1.580
120,train,25398,116,14,699.208,1000.000,0.265,0.420,0.000,-58.476,0.838,1.580
121,train,25496,117,98,354.136,507.000,0.266,0.421,0.000,-58.499,0.837,1.580
122,train,26496,118,1000,282.262,370.667,0.266,0.422,0.000,-58.651,0.835,1.580
123,train,26537,119,41,370.886,528.000,0.292,0.414,0.000,-60.079,0.763,1.564
124,train,26655,120,118,308.471,430.600,0.293,0.415,0.000,-60.143,0.767,1.562
125,train,26669,121,14,268.584,378.500,0.295,0.418,0.000,-60.321,0.765,1.564
126,train,26758,122,89,232.678,326.429,0.294,0.418,0.000,-60.343,0.762,1.563
127,train,26851,123,93,220.385,296.750,0.293,0.417,0.000,-60.483,0.767,1.562
128,train,26910,124,59,203.240,274.111,0.292,0.421,0.000,-60.627,0.771,1.561
129,train,26966,125,56,185.582,252.600,0.292,0.424,0.000,-60.723,0.778,1.561
130,train,27005,126,39,173.780,234.727,0.293,0.427,0.000,-60.809,0.790,1.562
131,train,27018,127,13,161.444,218.417,0.293,0.430,0.000,-60.875,0.795,1.564
132,train,27052,128,34,149.580,202.615,0.293,0.430,0.000,-60.895,0.796,1.564
133,train,27194,129,142,141.015,190.571,0.293,0.430,0.000,-60.949,0.802,1.564
134,train,28194,130,1000,144.830,187.333,0.297,0.430,0.000,-61.175,0.817,1.562
135,train,28400,131,206,171.636,238.125,0.318,0.370,0.000,-62.544,0.894,1.557
136,train,28414,132,14,174.112,236.235,0.314,0.384,0.000,-62.811,0.865,1.553
137,train,28496,133,82,164.707,223.889,0.314,0.385,0.000,-62.830,0.863,1.553
138,train,28535,134,39,160.438,216.421,0.316,0.391,0.000,-62.946,0.863,1.554
139,train,28605,135,70,155.816,207.550,0.316,0.394,0.000,-62.992,0.863,1.552
140,train,28718,136,113,152.367,201.000,0.316,0.400,0.000,-63.087,0.865,1.552
141,train,29095,137,377,150.176,197.000,0.321,0.401,0.000,-63.245,0.855,1.555
142,train,29224,138,129,157.906,204.826,0.327,0.414,0.000,-63.747,0.866,1.550
143,train,29246,139,22,156.172,201.667,0.330,0.414,0.000,-63.916,0.871,1.549
144,train,29258,140,12,150.650,194.480,0.331,0.413,0.000,-63.946,0.870,1.549
145,train,29357,141,99,145.151,187.462,0.332,0.413,0.000,-63.961,0.868,1.549
146,train,29387,142,30,144.020,184.185,0.334,0.409,0.000,-64.108,0.874,1.549
147,train,30387,143,1000,139.314,178.679,0.335,0.408,0.000,-64.154,0.879,1.548
148,train,30387,143,1000,139.314,178.679,0.350,0.444,0.000,-65.626,0.852,1.537
149,train,30610,144,223,674.583,1000.000,0.350,0.444,0.000,-65.626,0.852,1.537
150,train,30659,145,49,432.383,611.500,0.349,0.436,0.000,-65.938,0.846,1.541
151,train,31659,146,1000,312.205,424.000,0.348,0.433,0.000,-66.003,0.841,1.541
152,train,31925,147,266,435.447,568.000,0.373,0.359,0.000,-67.224,0.843,1.527
153,train,32028,148,103,403.907,507.600,0.374,0.377,0.000,-67.559,0.856,1.528
154,train,32323,149,295,368.535,440.167,0.378,0.386,0.000,-67.694,0.866,1.525
155,train,32465,150,142,372.327,419.429,0.384,0.409,0.000,-68.067,0.877,1.524
156,train,32552,151,87,348.699,384.750,0.388,0.414,0.000,-68.245,0.879,1.521
157,train,32583,152,31,328.763,351.667,0.391,0.419,0.000,-68.359,0.888,1.521
158,train,32607,153,24,298.679,319.600,0.391,0.420,0.000,-68.402,0.888,1.522
159,train,32637,154,30,274.223,292.727,0.391,0.422,0.000,-68.432,0.889,1.523
160,train,32832,155,195,252.902,270.833,0.392,0.424,0.000,-68.473,0.889,1.524
161,train,32863,156,31,251.756,265.000,0.395,0.425,0.000,-68.748,0.890,1.523
162,train,32896,157,33,236.162,248.286,0.396,0.426,0.000,-68.792,0.892,1.522
163,train,33021,158,125,222.936,233.933,0.397,0.426,0.000,-68.839,0.895,1.524
164,train,33044,159,23,219.070,227.125,0.398,0.418,0.000,-69.021,0.895,1.526
165,train,33079,160,35,207.801,215.118,0.399,0.418,0.000,-69.052,0.897,1.525
166,train,33112,161,33,198.234,205.111,0.399,0.417,0.000,-69.103,0.900,1.524
167,train,33156,162,44,189.555,196.053,0.400,0.417,0.000,-69.153,0.901,1.524
168,train,33249,163,93,182.038,188.450,0.402,0.416,0.000,-69.219,0.908,1.523
169,train,33265,164,16,181.061,183.905,0.404,0.411,0.000,-69.356,0.901,1.520
170,train,33290,165,25,173.412,176.273,0.405,0.410,0.000,-69.382,0.902,1.520
171,train,33432,166,142,167.233,169.696,0.406,0.410,0.000,-69.420,0.903,1.520
172,train,33528,167,96,166.716,168.542,0.411,0.414,0.000,-69.626,0.908,1.521
173,train,34528,168,1000,165.347,165.640,0.414,0.421,0.000,-69.762,0.904,1.521
174,train,34580,169,52,179.258,197.731,0.421,0.395,0.000,-71.070,0.878,1.524
175,train,34760,170,180,174.795,192.333,0.421,0.394,0.000,-71.140,0.877,1.521
176,train,34811,171,51,176.358,191.893,0.423,0.395,0.000,-71.367,0.844,1.517
177,train,35811,172,1000,173.081,187.034,0.425,0.397,0.000,-71.425,0.843,1.518
178,train,35811,172,1000,173.081,187.034,0.437,0.388,0.000,-72.514,0.859,1.517
179,train,35831,173,20,537.416,1000.000,0.437,0.388,0.000,-72.514,0.859,1.517
180,train,35882,174,51,278.843,510.000,0.438,0.389,0.000,-72.540,0.860,1.517
181,train,35955,175,73,207.944,357.000,0.436,0.388,0.000,-72.592,0.866,1.515
182,train,35995,176,40,163.013,286.000,0.437,0.388,0.000,-72.674,0.867,1.515
183,train,36052,177,57,142.239,236.800,0.437,0.389,0.000,-72.718,0.867,1.514
184,train,36066,178,14,125.756,206.833,0.436,0.390,0.000,-72.788,0.870,1.511
185,train,36097,179,31,110.097,179.286,0.436,0.390,0.000,-72.803,0.871,1.511
186,train,36126,180,29,102.148,160.750,0.436,0.391,0.000,-72.844,0.870,1.510
187,train,36241,181,115,97.203,146.111,0.436,0.392,0.000,-72.878,0.875,1.509
188,train,36271,182,30,100.432,143.000,0.435,0.392,0.000,-72.996,0.882,1.506
189,train,37271,183,1000,95.240,132.727,0.435,0.395,0.000,-73.025,0.883,1.506
190,train,38271,184,1000,127.272,205.000,0.443,0.403,0.000,-74.139,0.927,1.511
191,train,39271,185,1000,156.860,266.154,0.443,0.364,0.000,-75.171,0.874,1.491
192,train,39296,186,25,183.574,318.571,0.453,0.356,0.000,-76.113,0.870,1.485
193,train,39310,187,14,173.566,299.000,0.454,0.356,0.000,-76.134,0.869,1.484
194,train,39348,188,38,162.651,281.188,0.453,0.356,0.000,-76.146,0.867,1.483
195,train,39363,189,15,156.596,266.882,0.452,0.357,0.000,-76.177,0.862,1.482
196,train,39408,190,45,148.919,252.889,0.452,0.358,0.000,-76.193,0.862,1.482
197,train,39494,191,86,143.190,241.947,0.451,0.358,0.000,-76.237,0.863,1.481
198,train,39510,192,16,141.851,234.150,0.450,0.360,0.000,-76.324,0.859,1.482
199,train,39533,193,23,135.665,223.762,0.450,0.360,0.000,-76.339,0.857,1.481
200,train,39632,194,99,130.290,214.636,0.452,0.361,0.000,-76.367,0.860,1.482
201,train,39838,195,206,128.158,209.609,0.453,0.364,0.000,-76.469,0.862,1.484
202,train,39951,196,113,131.344,209.458,0.454,0.370,0.000,-76.661,0.879,1.488
203,train,39966,197,15,131.931,205.600,0.455,0.376,0.000,-76.775,0.887,1.494
204,train,40002,198,36,127.495,198.269,0.455,0.376,0.000,-76.794,0.888,1.495
205,train,40002,198,36,127.495,198.269,0.454,0.377,0.000,-76.832,0.883,1.494
206,train,40107,199,105,23.819,36.000,0.454,0.377,0.000,-76.832,0.883,1.494
207,train,40133,200,26,76.240,70.500,0.452,0.382,0.000,-76.946,0.891,1.493
208,train,40148,201,15,62.189,55.667,0.452,0.384,0.000,-76.972,0.891,1.493
209,train,40171,202,23,49.133,45.500,0.452,0.384,0.000,-76.989,0.891,1.493
210,train,40209,203,38,45.045,41.000,0.452,0.387,0.000,-77.011,0.888,1.493
211,train,40249,204,40,45.572,40.500,0.453,0.389,0.000,-77.050,0.886,1.494
212,train,40426,205,177,43.842,40.429,0.453,0.391,0.000,-77.088,0.887,1.495
213,train,40497,206,71,56.292,57.500,0.458,0.395,0.000,-77.268,0.884,1.498
214,train,40519,207,22,60.382,59.000,0.460,0.397,0.000,-77.341,0.891,1.500
215,train,40712,208,193,55.991,55.300,0.460,0.398,0.000,-77.365,0.893,1.499
216,train,40749,209,37,77.397,67.818,0.465,0.395,0.000,-77.580,0.886,1.498
217,train,40778,210,29,74.344,65.250,0.464,0.396,0.000,-77.622,0.887,1.497
218,train,41022,211,244,71.509,62.462,0.465,0.397,0.000,-77.654,0.889,1.496
219,train,41052,212,30,91.635,75.429,0.473,0.415,0.000,-77.943,0.879,1.495
220,train,41135,213,83,87.345,72.400,0.473,0.415,0.000,-77.979,0.874,1.495
221,train,41254,214,119,88.897,73.062,0.477,0.418,0.000,-78.078,0.871,1.493
222,train,41298,215,44,90.133,75.765,0.480,0.419,0.000,-78.213,0.880,1.494
223,train,41487,216,189,87.968,74.000,0.479,0.421,0.000,-78.268,0.880,1.495
224,train,42487,217,1000,96.006,80.053,0.481,0.426,0.000,-78.505,0.883,1.498
225,train,42513,218,26,119.762,126.050,0.491,0.429,0.000,-79.628,0.854,1.493
226,train,43513,219,1000,115.186,121.286,0.490,0.431,0.000,-79.655,0.851,1.492
227,train,43545,220,32,144.565,161.227,0.493,0.418,0.000,-80.604,0.864,1.484
228,train,43566,221,21,140.199,155.609,0.494,0.418,0.000,-80.631,0.865,1.481
229,train,43787,222,221,135.684,150.000,0.494,0.418,0.000,-80.653,0.865,1.482
230,train,44787,223,1000,139.574,152.840,0.495,0.422,0.000,-80.864,0.872,1.483
231,train,44802,224,15,161.864,185.423,0.499,0.351,0.000,-81.729,0.874,1.483
232,train,44813,225,11,156.924,179.111,0.499,0.352,0.000,-81.745,0.875,1.483
233,train,44825,226,12,151.393,173.107,0.499,0.352,0.000,-81.758,0.873,1.483
234,train,44849,227,24,146.479,167.552,0.500,0.352,0.000,-81.768,0.871,1.483
235,train,44892,228,43,142.460,162.767,0.499,0.354,0.000,-81.791,0.864,1.482
236,train,44948,229,56,139.726,158.903,0.500,0.356,0.000,-81.837,0.859,1.485
237,train,45032,230,84,136.893,155.688,0.500,0.360,0.000,-81.891,0.852,1.484
238,train,45032,230,84,136.893,155.688,0.502,0.364,0.000,-81.965,0.854,1.486
239,train,45414,231,382,138.792,84.000,0.502,0.364,0.000,-81.965,0.854,1.486
240,train,45426,232,12,308.934,233.000,0.509,0.372,0.000,-82.288,0.839,1.490
241,train,45474,233,48,209.420,159.333,0.509,0.373,0.000,-82.298,0.842,1.490
242,train,45486,234,12,172.797,131.500,0.510,0.377,0.000,-82.341,0.847,1.491
243,train,45739,235,253,139.207,107.600,0.511,0.378,0.000,-82.350,0.847,1.491
244,train,45883,236,144,148.975,131.833,0.516,0.393,0.000,-82.575,0.857,1.489
245,train,46033,237,150,141.109,133.571,0.518,0.388,0.000,-82.704,0.855,1.491
246,train,46160,238,127,134.591,135.625,0.517,0.391,0.000,-82.845,0.870,1.490
247,train,47160,239,1000,134.890,134.667,0.514,0.388,0.000,-82.957,0.873,1.488
248,train,47208,240,48,177.042,221.200,0.522,0.437,0.000,-83.821,0.810,1.475
249,train,47250,241,42,168.139,205.455,0.521,0.434,0.000,-83.864,0.813,1.475
250,train,48250,242,1000,159.034,191.833,0.521,0.434,0.000,-83.905,0.814,1.476
251,train,48303,243,53,205.214,254.000,0.524,0.385,0.000,-84.705,0.840,1.472
252,train,49303,244,1000,194.253,239.643,0.524,0.385,0.000,-84.748,0.846,1.471
253,train,50303,245,1000,234.941,290.333,0.532,0.417,0.000,-85.535,0.801,1.473
254,train,50303,245,1000,234.941,290.333,0.539,0.431,0.000,-86.417,0.791,1.468
255,train,51303,246,1000,840.326,1000.000,0.539,0.431,0.000,-86.417,0.791,1.468
256,train,51383,247,80,783.311,1000.000,0.539,0.444,0.000,-87.285,0.761,1.463
257,train,51417,248,34,559.735,693.333,0.541,0.441,0.000,-87.355,0.765,1.462
258,train,51431,249,14,428.165,528.500,0.540,0.439,0.000,-87.386,0.765,1.463
259,train,51551,250,120,344.219,425.600,0.540,0.438,0.000,-87.399,0.765,1.464
260,train,52071,251,520,314.754,374.667,0.542,0.440,0.000,-87.512,0.774,1.473
261,train,52104,252,33,382.156,395.429,0.554,0.457,0.000,-88.014,0.781,1.485
262,train,52124,253,20,340.360,350.125,0.554,0.457,0.000,-88.048,0.783,1.487
263,train,53124,254,1000,304.375,313.444,0.555,0.457,0.000,-88.068,0.786,1.488
264,train,53286,255,162,404.509,382.100,0.573,0.411,0.000,-89.092,0.755,1.488
265,train,54286,256,1000,395.575,362.091,0.574,0.406,0.000,-89.255,0.748,1.485
266,train,55286,257,1000,408.591,415.250,0.575,0.464,0.000,-90.115,0.796,1.473
267,train,55286,257,1000,408.591,415.250,0.578,0.369,0.000,-90.862,0.809,1.463
268,train,55680,258,394,648.311,1000.000,0.578,0.369,0.000,-90.862,0.809,1.463
269,train,56680,259,1000,681.413,697.000,0.581,0.372,0.000,-91.142,0.816,1.465
270,train,56916,260,236,749.158,798.000,0.591,0.377,0.000,-91.914,0.857,1.457
271,train,56939,261,23,645.499,657.500,0.590,0.386,0.000,-92.109,0.870,1.454
272,train,56950,262,11,524.854,530.600,0.591,0.386,0.000,-92.130,0.870,1.454
273,train,57151,263,201,439.278,444.000,0.591,0.387,0.000,-92.138,0.871,1.454
274,train,58151,264,1000,414.675,409.286,0.594,0.387,0.000,-92.287,0.888,1.453
275,train,58261,265,110,477.328,483.125,0.604,0.398,0.000,-93.104,0.886,1.456
276,train,58429,266,168,440.276,441.667,0.603,0.400,0.000,-93.185,0.887,1.457
277,train,58509,267,80,421.384,414.300,0.603,0.397,0.000,-93.298,0.904,1.460
278,train,58637,268,128,394.687,383.909,0.604,0.399,0.000,-93.356,0.896,1.462
279,train,58788,269,151,380.960,362.583,0.603,0.403,0.000,-93.460,0.911,1.462
280,train,58835,270,47,369.616,346.308,0.604,0.396,0.000,-93.564,0.916,1.465
281,train,58854,271,19,348.272,324.929,0.605,0.397,0.000,-93.602,0.919,1.466
282,train,58878,272,24,327.256,304.533,0.605,0.396,0.000,-93.614,0.921,1.467
283,train,58919,273,41,308.634,287.000,0.606,0.396,0.000,-93.637,0.920,1.466
284,train,58997,274,78,295.554,272.529,0.606,0.396,0.000,-93.667,0.920,1.463
285,train,59165,275,168,289.857,261.722,0.608,0.396,0.000,-93.728,0.915,1.462
286,train,59240,276,75,290.811,256.789,0.611,0.397,0.000,-93.863,0.927,1.466
287,train,59318,277,78,280.785,247.700,0.612,0.394,0.000,-93.932,0.935,1.464
288,train,59378,278,60,272.239,239.619,0.613,0.396,0.000,-93.999,0.948,1.463
289,train,59431,279,53,264.339,231.455,0.615,0.396,0.000,-94.044,0.953,1.460
290,train,59443,280,12,256.793,223.696,0.617,0.400,0.000,-94.087,0.958,1.459
291,train,59471,281,28,246.870,214.875,0.617,0.400,0.000,-94.097,0.957,1.459
292,train,59605,282,134,239.453,207.400,0.617,0.400,0.000,-94.121,0.960,1.458
293,train,59618,283,13,237.970,204.577,0.619,0.399,0.000,-94.229,0.953,1.456
294,train,59672,284,54,229.502,197.481,0.620,0.399,0.000,-94.240,0.952,1.456
295,train,59705,285,33,221.097,192.357,0.621,0.399,0.000,-94.287,0.950,1.453
296,train,59748,286,43,215.588,186.862,0.621,0.401,0.000,-94.322,0.955,1.452
297,train,59802,287,54,210.874,182.067,0.622,0.405,0.000,-94.354,0.955,1.450
298,train,59831,288,29,206.918,177.935,0.623,0.414,0.000,-94.402,0.958,1.452
299,train,59856,289,25,201.962,173.281,0.623,0.412,0.000,-94.425,0.959,1.452
300,train,59881,290,25,196.724,168.788,0.623,0.414,0.000,-94.444,0.958,1.452
301,train,59917,291,36,191.578,164.559,0.623,0.414,0.000,-94.463,0.961,1.452
302,train,59966,292,49,187.555,160.886,0.625,0.415,0.000,-94.499,0.963,1.454
303,train,60002,293,36,184.351,157.778,0.627,0.414,0.000,-94.540,0.971,1.456
304,train,60002,293,36,184.351,157.778,0.626,0.412,0.000,-94.563,0.971,1.454
305,train,60014,294,12,66.163,36.000,0.626,0.412,0.000,-94.563,0.971,1.454
306,train,60029,295,15,39.979,24.000,0.626,0.413,0.000,-94.574,0.971,1.455
307,train,60140,296,111,31.825,21.000,0.627,0.414,0.000,-94.587,0.973,1.455
308,train,60152,297,12,71.431,43.500,0.629,0.419,0.000,-94.677,0.977,1.461
