,type,total_timesteps,num_episodes,episode_timesteps,train_episode_reward,train_episode_timesteps,train_reward,train_predicted_reward,reward_pearsonr,actor_loss,critic_loss,discriminator_loss
618,train,134576,593,80,466.711,219.048,1.307,0.406,0.000,-117.567,0.655,1.389
619,train,134614,594,38,453.672,212.727,1.308,0.406,0.000,-117.583,0.658,1.392
620,train,134634,595,20,437.261,205.130,1.308,0.406,0.000,-117.588,0.661,1.392
621,train,134676,596,42,420.440,197.417,1.308,0.405,0.000,-117.593,0.660,1.391
622,train,134701,597,25,407.719,191.200,1.307,0.406,0.000,-117.607,0.658,1.391
623,train,134767,598,66,394.244,184.808,1.307,0.405,0.000,-117.616,0.657,1.390
624,train,134824,599,57,385.047,180.407,1.308,0.408,0.000,-117.624,0.651,1.390
625,train,134870,600,46,374.869,176.000,1.306,0.413,0.000,-117.638,0.650,1.391
626,train,134999,601,129,365.308,171.517,1.308,0.411,0.000,-117.643,0.646,1.391
627,train,135276,602,277,363.356,170.100,1.309,0.407,0.000,-117.674,0.648,1.390
628,train,135276,602,277,363.356,170.100,1.315,0.401,0.000,-117.717,0.644,1.391
629,train,135384,603,108,684.876,277.000,1.315,0.401,0.000,-117.717,0.644,1.391
630,train,135694,604,310,476.043,192.500,1.315,0.403,0.000,-117.734,0.647,1.389
631,train,135776,605,82,596.995,231.667,1.320,0.421,0.000,-117.794,0.635,1.387
632,train,135795,606,19,491.522,194.250,1.319,0.423,0.000,-117.806,0.635,1.389
633,train,135809,607,14,399.523,159.200,1.318,0.422,0.000,-117.810,0.638,1.388
634,train,135838,608,29,335.706,135.000,1.317,0.420,0.000,-117.812,0.639,1.388
635,train,135859,609,21,293.716,119.857,1.317,0.421,0.000,-117.822,0.640,1.387
636,train,135887,610,28,260.285,107.500,1.319,0.421,0.000,-117.828,0.640,1.386
637,train,135939,611,52,237.064,98.667,1.319,0.421,0.000,-117.832,0.637,1.384
638,train,135967,612,28,221.487,94.000,1.319,0.424,0.000,-117.848,0.634,1.386
639,train,136011,613,44,205.114,88.000,1.319,0.425,0.000,-117.851,0.633,1.386
640,train,136083,614,72,195.989,84.333,1.318,0.429,0.000,-117.860,0.633,1.387
641,train,136234,615,151,191.704,83.385,1.316,0.433,0.000,-117.879,0.632,1.386
642,train,136258,616,24,202.593,88.214,1.318,0.441,0.000,-117.910,0.638,1.385
643,train,136425,617,167,191.999,83.933,1.317,0.441,0.000,-117.912,0.638,1.385
644,train,136473,618,48,199.677,89.125,1.316,0.437,0.000,-117.947,0.640,1.384
645,train,136535,619,62,194.921,86.706,1.315,0.437,0.000,-117.957,0.643,1.384
646,train,136588,620,53,189.487,85.333,1.315,0.434,0.000,-117.963,0.639,1.387
647,train,136602,621,14,186.374,83.632,1.315,0.431,0.000,-117.968,0.638,1.387
648,train,136623,622,21,177.862,80.150,1.315,0.429,0.000,-117.968,0.638,1.388
649,train,136660,623,37,171.371,77.333,1.314,0.428,0.000,-117.973,0.639,1.388
650,train,136695,624,35,165.917,75.500,1.316,0.424,0.000,-117.975,0.640,1.389
651,train,136723,625,28,162.917,73.739,1.317,0.422,0.000,-117.979,0.640,1.387
652,train,136942,626,219,158.518,71.833,1.317,0.421,0.000,-117.985,0.641,1.387
653,train,137053,627,111,173.415,77.720,1.318,0.414,0.000,-118.017,0.648,1.386
654,train,137063,628,10,176.355,79.000,1.317,0.409,0.000,-118.036,0.649,1.386
655,train,137120,629,57,170.392,76.444,1.317,0.408,0.000,-118.037,0.650,1.386
656,train,137259,630,139,169.043,75.750,1.314,0.405,0.000,-118.030,0.649,1.385
657,train,137322,631,63,178.492,77.931,1.316,0.406,0.000,-118.062,0.640,1.384
658,train,137369,632,47,177.500,77.433,1.317,0.405,0.000,-118.071,0.641,1.383
659,train,137513,633,144,175.253,76.452,1.316,0.402,0.000,-118.077,0.641,1.384
660,train,137590,634,77,183.383,78.562,1.316,0.409,0.000,-118.090,0.634,1.382
661,train,138590,635,1000,183.366,78.515,1.317,0.409,0.000,-118.095,0.637,1.383
662,train,138818,636,228,199.617,105.618,1.324,0.411,0.000,-118.214,0.623,1.381
663,train,138878,637,60,209.191,109.114,1.326,0.429,0.000,-118.246,0.615,1.383
664,train,139040,638,162,207.262,107.750,1.326,0.429,0.000,-118.251,0.612,1.384
665,train,139230,639,190,211.223,109.216,1.324,0.426,0.000,-118.271,0.604,1.388
666,train,140230,640,1000,218.199,111.342,1.322,0.435,0.000,-118.287,0.596,1.393
667,train,140230,640,1000,218.199,111.342,1.331,0.389,0.000,-118.462,0.606,1.396
668,train,140464,641,234,2418.774,1000.000,1.331,0.389,0.000,-118.462,0.606,1.396
669,train,140620,642,156,1549.770,617.000,1.331,0.391,0.000,-118.474,0.590,1.393
670,train,140822,643,202,1180.472,463.333,1.331,0.400,0.000,-118.497,0.601,1.395
671,train,140832,644,10,1015.290,398.000,1.332,0.401,0.000,-118.529,0.596,1.392
672,train,140871,645,39,814.603,320.400,1.332,0.401,0.000,-118.533,0.597,1.392
673,train,141059,646,188,692.164,273.500,1.331,0.404,0.000,-118.542,0.596,1.391
674,train,142059,647,1000,666.260,261.286,1.336,0.414,0.000,-118.566,0.599,1.386
675,train,142399,648,340,915.946,353.625,1.352,0.467,0.000,-118.766,0.622,1.396
676,train,142490,649,91,883.599,352.111,1.353,0.455,0.000,-118.869,0.633,1.390
677,train,142512,650,22,815.381,326.000,1.353,0.444,0.000,-118.897,0.631,1.390
678,train,142567,651,55,744.438,298.364,1.353,0.443,0.000,-118.901,0.632,1.390
679,train,143567,652,1000,690.609,278.083,1.353,0.439,0.000,-118.920,0.630,1.391
680,train,143604,653,37,815.515,333.615,1.369,0.365,0.000,-119.111,0.596,1.388
681,train,143787,654,183,762.743,312.429,1.369,0.367,0.000,-119.115,0.597,1.387
682,train,144236,655,449,741.115,303.800,1.366,0.367,0.000,-119.134,0.598,1.383
683,train,144381,656,145,770.927,312.875,1.367,0.399,0.000,-119.200,0.590,1.385
684,train,145381,657,1000,745.949,303.000,1.366,0.416,0.000,-119.216,0.599,1.388
685,train,145381,657,1000,745.949,303.000,1.372,0.417,0.000,-119.343,0.593,1.396
686,train,145764,658,383,2483.085,1000.000,1.372,0.417,0.000,-119.343,0.593,1.396
687,train,145896,659,132,1713.167,691.500,1.372,0.423,0.000,-119.420,0.591,1.393
688,train,146896,660,1000,1243.138,505.000,1.373,0.432,0.000,-119.451,0.584,1.395
689,train,147656,661,760,1491.025,628.750,1.387,0.395,0.000,-119.601,0.571,1.385
690,train,147832,662,176,1555.672,655.000,1.380,0.439,0.000,-119.729,0.581,1.386
691,train,148832,663,1000,1375.181,575.167,1.380,0.442,0.000,-119.742,0.585,1.390
692,train,149179,664,347,1501.453,635.857,1.400,0.421,0.000,-119.934,0.586,1.398
693,train,149529,665,350,1425.910,599.750,1.403,0.396,0.000,-119.967,0.590,1.395
694,train,150529,666,1000,1355.661,572.000,1.406,0.412,0.000,-120.013,0.592,1.398
695,train,150529,666,1000,1355.661,572.000,1.408,0.483,0.000,-120.215,0.578,1.403
696,train,150787,667,258,2284.598,1000.000,1.408,0.483,0.000,-120.215,0.578,1.403
697,train,151467,668,680,1470.487,629.000,1.410,0.473,0.000,-120.270,0.571,1.398
698,train,152467,669,1000,1633.298,646.000,1.412,0.424,0.000,-120.402,0.560,1.392
699,train,153467,670,1000,1850.532,734.500,1.420,0.358,0.000,-120.465,0.572,1.386
700,train,154467,671,1000,2031.536,787.600,1.436,0.443,0.000,-120.550,0.573,1.401
701,train,155467,672,1000,2105.185,823.000,1.441,0.448,0.000,-120.711,0.580,1.399
702,train,155467,672,1000,2105.185,823.000,1.449,0.416,0.000,-120.835,0.573,1.397
703,train,156080,673,613,2710.922,1000.000,1.449,0.416,0.000,-120.835,0.573,1.397
704,train,157080,674,1000,2268.602,806.500,1.454,0.416,0.000,-120.896,0.563,1.405
705,train,157717,675,637,2429.747,871.000,1.465,0.412,0.000,-120.990,0.560,1.404
706,train,158717,676,1000,2290.430,812.500,1.468,0.399,0.000,-121.013,0.566,1.401
707,train,158822,677,105,2410.261,850.000,1.480,0.449,0.000,-121.111,0.582,1.393
708,train,159822,678,1000,2051.983,725.833,1.480,0.446,0.000,-121.130,0.579,1.395
709,train,160822,679,1000,2056.755,765.000,1.486,0.425,0.000,-121.330,0.583,1.401
710,train,160822,679,1000,2056.755,765.000,1.486,0.398,0.000,-121.434,0.565,1.394
711,train,161822,680,1000,2546.688,1000.000,1.486,0.398,0.000,-121.434,0.565,1.394
712,train,161880,681,58,2636.391,1000.000,1.496,0.381,0.000,-121.449,0.558,1.400
713,train,162349,682,469,1809.027,686.000,1.495,0.383,0.000,-121.454,0.558,1.401
714,train,163349,683,1000,1714.147,631.750,1.502,0.396,0.000,-121.446,0.564,1.394
715,train,164349,684,1000,1582.735,705.400,1.490,0.398,0.000,-121.420,0.558,1.390
716,train,164968,685,619,1846.230,754.500,1.503,0.432,0.000,-121.431,0.593,1.396
717,train,165968,686,1000,1815.685,735.143,1.509,0.454,0.000,-121.505,0.568,1.400
718,train,165968,686,1000,1815.685,735.143,1.519,0.420,0.000,-121.594,0.553,1.401
719,train,166113,687,145,2989.152,1000.000,1.519,0.420,0.000,-121.594,0.553,1.401
720,train,167113,688,1000,1696.522,572.500,1.518,0.417,0.000,-121.613,0.549,1.401
721,train,168113,689,1000,2009.830,715.000,1.528,0.427,0.000,-121.651,0.559,1.402
722,train,169113,690,1000,2162.767,786.250,1.535,0.393,0.000,-121.661,0.570,1.403
723,train,169579,691,466,2263.077,829.000,1.538,0.457,0.000,-121.688,0.568,1.403
724,train,170579,692,1000,2146.378,768.500,1.545,0.442,0.000,-121.720,0.562,1.402
725,train,170579,692,1000,2146.378,768.500,1.544,0.396,0.000,-121.764,0.568,1.404
726,train,171579,693,1000,2030.226,1000.000,1.544,0.396,0.000,-121.764,0.568,1.404
727,train,172579,694,1000,2765.995,1000.000,1.561,0.502,0.000,-121.889,0.566,1.413
728,train,173579,695,1000,2715.338,1000.000,1.577,0.457,0.000,-122.078,0.536,1.396
729,train,174579,696,1000,2822.524,1000.000,1.573,0.436,0.000,-122.163,0.538,1.423
730,train,175461,697,882,2990.752,1000.000,1.583,0.460,0.000,-122.252,0.551,1.410
731,train,175461,697,882,2990.752,1000.000,1.592,0.438,0.000,-122.348,0.553,1.407
732,train,175625,698,164,3129.086,882.000,1.592,0.438,0.000,-122.348,0.553,1.407
733,train,176625,699,1000,1741.167,523.000,1.597,0.440,0.000,-122.357,0.556,1.405
734,train,176762,700,137,2244.933,682.000,1.609,0.404,0.000,-122.432,0.546,1.405
735,train,177762,701,1000,1795.517,545.750,1.609,0.411,0.000,-122.436,0.548,1.403
736,train,178762,702,1000,1983.122,636.600,1.605,0.454,0.000,-122.502,0.550,1.403
737,train,179762,703,1000,2218.109,697.167,1.626,0.461,0.000,-122.646,0.538,1.401
738,train,180762,704,1000,2316.265,740.429,1.634,0.453,0.000,-122.805,0.536,1.411
739,train,180762,704,1000,2316.265,740.429,1.640,0.418,0.000,-122.853,0.541,1.409
740,train,181762,705,1000,3118.867,1000.000,1.640,0.418,0.000,-122.853,0.541,1.409
741,train,181868,706,106,2108.234,1000.000,1.639,0.434,0.000,-122.842,0.551,1.411
742,train,182868,707,1000,1515.542,702.000,1.638,0.436,0.000,-122.839,0.550,1.411
743,train,183052,708,184,1670.941,776.500,1.643,0.414,0.000,-122.867,0.554,1.412
744,train,184052,709,1000,1441.821,658.000,1.646,0.417,0.000,-122.874,0.553,1.411
745,train,184698,710,646,1739.602,715.000,1.663,0.501,0.000,-122.997,0.540,1.410
746,train,185698,711,1000,1826.499,705.143,1.656,0.532,0.000,-123.095,0.544,1.415
747,train,185698,711,1000,1826.499,705.143,1.665,0.455,0.000,-123.210,0.513,1.411
748,train,186698,712,1000,3280.238,1000.000,1.665,0.455,0.000,-123.210,0.513,1.411
749,train,187698,713,1000,3024.783,1000.000,1.665,0.483,0.000,-123.310,0.536,1.411
750,train,188698,714,1000,2985.802,1000.000,1.679,0.407,0.000,-123.363,0.535,1.414
751,train,189698,715,1000,2910.321,1000.000,1.680,0.440,0.000,-123.360,0.543,1.412
752,train,190698,716,1000,2918.838,1000.000,1.682,0.471,0.000,-123.418,0.526,1.422
753,train,190698,716,1000,2918.838,1000.000,1.692,0.460,0.000,-123.514,0.544,1.410
754,train,191698,717,1000,2323.126,1000.000,1.692,0.460,0.000,-123.514,0.544,1.410
755,train,192698,718,1000,2580.551,1000.000,1.699,0.380,0.000,-123.515,0.540,1.408
756,train,192738,719,40,2845.092,1000.000,1.707,0.454,0.000,-123.503,0.515,1.409
757,train,193711,720,973,2158.547,760.000,1.706,0.454,0.000,-123.505,0.514,1.410
758,train,194394,721,683,2419.161,802.600,1.708,0.497,0.000,-123.637,0.522,1.415
759,train,195394,722,1000,2355.476,782.667,1.723,0.514,0.000,-123.806,0.529,1.424
760,train,195394,722,1000,2355.476,782.667,1.730,0.490,0.000,-124.040,0.509,1.424
761,train,195623,723,229,3016.314,1000.000,1.730,0.490,0.000,-124.040,0.509,1.424
762,train,196623,724,1000,1879.290,614.500,1.724,0.490,0.000,-124.077,0.515,1.422
763,train,196846,725,223,2410.466,743.000,1.737,0.516,0.000,-124.237,0.524,1.409
764,train,197846,726,1000,1987.364,613.000,1.738,0.511,0.000,-124.269,0.529,1.414
765,train,198184,727,338,2249.833,690.400,1.750,0.468,0.000,-124.386,0.523,1.422
766,train,199184,728,1000,2088.720,631.667,1.749,0.441,0.000,-124.409,0.519,1.427
767,train,199245,729,61,2317.783,684.286,1.762,0.410,0.000,-124.407,0.522,1.426
768,train,199591,730,346,2053.595,606.375,1.763,0.414,0.000,-124.407,0.522,1.428
769,train,199857,731,266,1962.754,577.444,1.768,0.434,0.000,-124.425,0.532,1.426
770,train,200857,732,1000,1837.217,546.300,1.772,0.455,0.000,-124.430,0.527,1.430
771,train,200857,732,1000,1837.217,546.300,1.767,0.513,0.000,-124.546,0.524,1.418
772,train,201434,733,577,2964.435,1000.000,1.767,0.513,0.000,-124.546,0.524,1.418
773,train,202434,734,1000,2475.820,788.500,1.779,0.487,0.000,-124.658,0.502,1.414
774,train,203434,735,1000,2931.441,859.000,1.790,0.454,0.000,-124.821,0.477,1.423
775,train,204434,736,1000,2913.342,894.250,1.800,0.484,0.000,-124.948,0.483,1.421
776,train,205434,737,1000,3024.897,915.400,1.804,0.511,0.000,-125.115,0.493,1.427
777,train,205434,737,1000,3024.897,915.400,1.802,0.464,0.000,-125.205,0.482,1.419
778,train,206434,738,1000,3472.606,1000.000,1.802,0.464,0.000,-125.205,0.482,1.419
779,train,207434,739,1000,3750.322,1000.000,1.824,0.434,0.000,-125.205,0.487,1.417
780,train,208434,740,1000,3375.717,1000.000,1.822,0.478,0.000,-125.243,0.492,1.425
781,train,209434,741,1000,3283.875,1000.000,1.832,0.483,0.000,-125.349,0.486,1.433
782,train,210434,742,1000,2879.978,1000.000,1.825,0.511,0.000,-125.477,0.488,1.425
783,train,210434,742,1000,2879.978,1000.000,1.841,0.464,0.000,-125.578,0.468,1.425
784,train,211434,743,1000,3460.476,1000.000,1.841,0.464,0.000,-125.578,0.468,1.425
785,train,212434,744,1000,3294.772,1000.000,1.839,0.459,0.000,-125.615,0.494,1.428
786,train,213434,745,1000,3124.354,1000.000,1.836,0.414,0.000,-125.549,0.509,1.425
787,train,214434,746,1000,3196.263,1000.000,1.851,0.422,0.000,-125.486,0.503,1.427
788,train,215434,747,1000,3137.289,1000.000,1.857,0.500,0.000,-125.560,0.507,1.428
789,train,215434,747,1000,3137.289,1000.000,1.863,0.476,0.000,-125.624,0.526,1.421
790,train,216434,748,1000,3405.068,1000.000,1.863,0.476,0.000,-125.624,0.526,1.421
791,train,217434,749,1000,2573.408,1000.000,1.861,0.403,0.000,-125.544,0.510,1.433
792,train,218434,750,1000,2238.748,1000.000,1.865,0.490,0.000,-125.525,0.490,1.421
793,train,219434,751,1000,2489.914,1000.000,1.858,0.483,0.000,-125.589,0.516,1.432
794,train,220434,752,1000,2655.637,1000.000,1.875,0.453,0.000,-125.641,0.484,1.418
795,train,220434,752,1000,2655.637,1000.000,1.876,0.511,0.000,-125.734,0.493,1.420
796,train,220551,753,117,3133.467,1000.000,1.876,0.511,0.000,-125.734,0.493,1.420
797,train,221551,754,1000,1810.178,558.500,1.878,0.510,0.000,-125.746,0.485,1.417
798,train,222551,755,1000,2142.496,705.667,1.882,0.462,0.000,-125.819,0.480,1.425
799,train,223551,756,1000,2256.523,779.250,1.888,0.459,0.000,-125.839,0.483,1.421
800,train,224551,757,1000,2572.750,823.400,1.901,0.477,0.000,-125.905,0.462,1.420
801,train,225551,758,1000,2585.995,852.833,1.898,0.537,0.000,-126.065,0.482,1.423
802,train,225551,758,1000,2585.995,852.833,1.914,0.401,0.000,-126.133,0.496,1.433
803,train,226551,759,1000,3515.673,1000.000,1.914,0.401,0.000,-126.133,0.496,1.433
804,train,227551,760,1000,2904.039,1000.000,1.910,0.472,0.000,-126.087,0.492,1.427
805,train,228551,761,1000,2912.554,1000.000,1.913,0.531,0.000,-126.165,0.498,1.429
806,train,229551,762,1000,3006.774,1000.000,1.915,0.442,0.000,-126.215,0.479,1.433
807,train,230551,763,1000,3076.755,1000.000,1.921,0.500,0.000,-126.200,0.488,1.419
808,train,230551,763,1000,3076.755,1000.000,1.934,0.432,0.000,-126.200,0.504,1.424
809,train,231551,764,1000,3270.616,1000.000,1.934,0.432,0.000,-126.200,0.504,1.424
810,train,232551,765,1000,3148.746,1000.000,1.934,0.536,0.000,-126.219,0.499,1.426
811,train,233551,766,1000,3260.774,1000.000,1.935,0.471,0.000,-126.216,0.487,1.424
812,train,234551,767,1000,3111.134,1000.000,1.945,0.452,0.000,-126.183,0.478,1.430
813,train,235551,768,1000,3364.578,1000.000,1.959,0.475,0.000,-126.222,0.480,1.432
814,train,235551,768,1000,3364.578,1000.000,1.966,0.458,0.000,-126.243,0.474,1.436
815,train,236551,769,1000,4110.395,1000.000,1.966,0.458,0.000,-126.243,0.474,1.436
816,train,237551,770,1000,4094.761,1000.000,1.976,0.412,0.000,-126.165,0.482,1.429
817,train,238551,771,1000,3499.924,1000.000,1.987,0.505,0.000,-126.163,0.466,1.436
818,train,239551,772,1000,2946.757,1000.000,1.967,0.506,0.000,-126.245,0.478,1.425
819,train,240551,773,1000,2806.625,1000.000,1.964,0.498,0.000,-126.297,0.466,1.434
820,train,240551,773,1000,2806.625,1000.000,1.980,0.583,0.000,-126.469,0.484,1.428
821,train,241551,774,1000,2818.965,1000.000,1.980,0.583,0.000,-126.469,0.484,1.428
822,train,242551,775,1000,2622.936,1000.000,1.983,0.414,0.000,-126.592,0.484,1.428
823,train,243551,776,1000,3012.276,1000.000,1.993,0.436,0.000,-126.528,0.494,1.429
824,train,244551,777,1000,2886.813,1000.000,1.992,0.479,0.000,-126.464,0.491,1.432
825,train,245551,778,1000,3102.089,1000.000,1.993,0.493,0.000,-126.450,0.496,1.428
826,train,245551,778,1000,3102.089,1000.000,2.002,0.570,0.000,-126.573,0.501,1.435
827,train,246551,779,1000,3062.345,1000.000,2.002,0.570,0.000,-126.573,0.501,1.435
828,train,247551,780,1000,1997.076,1000.000,1.998,0.457,0.000,-126.662,0.530,1.438
829,train,248551,781,1000,1650.160,1000.000,1.988,0.430,0.000,-126.557,0.523,1.433
830,train,249551,782,1000,2161.348,1000.000,1.997,0.495,0.000,-126.559,0.508,1.428
831,train,250551,783,1000,2124.867,1000.000,1.996,0.476,0.000,-126.643,0.502,1.427
832,train,250551,783,1000,2124.867,1000.000,1.988,0.441,0.000,-126.642,0.492,1.417
833,train,251551,784,1000,1105.584,1000.000,1.988,0.441,0.000,-126.642,0.492,1.417
834,train,252551,785,1000,2044.537,1000.000,1.997,0.514,0.000,-126.681,0.497,1.428
835,train,253551,786,1000,2528.652,1000.000,2.011,0.419,0.000,-126.696,0.523,1.422
836,train,254551,787,1000,2397.732,1000.000,2.004,0.494,0.000,-126.661,0.509,1.425
837,train,255551,788,1000,2672.581,1000.000,2.012,0.452,0.000,-126.638,0.524,1.421
838,train,255551,788,1000,2672.581,1000.000,2.018,0.470,0.000,-126.634,0.522,1.429
839,train,256551,789,1000,3584.830,1000.000,2.018,0.470,0.000,-126.634,0.522,1.429
840,train,257551,790,1000,2464.094,1000.000,2.013,0.462,0.000,-126.667,0.518,1.418
841,train,258551,791,1000,2819.425,1000.000,2.026,0.524,0.000,-126.751,0.494,1.421
842,train,259551,792,1000,2691.417,1000.000,2.025,0.443,0.000,-126.801,0.491,1.418
843,train,260551,793,1000,2906.951,1000.000,2.034,0.470,0.000,-126.792,0.498,1.426
844,train,260551,793,1000,2906.951,1000.000,2.037,0.485,0.000,-126.839,0.492,1.425
845,train,261551,794,1000,4390.539,1000.000,2.037,0.485,0.000,-126.839,0.492,1.425
846,train,262195,795,644,4138.861,1000.000,2.050,0.489,0.000,-126.900,0.499,1.421
847,train,263195,796,1000,3617.698,881.333,2.052,0.473,0.000,-126.939,0.491,1.432
848,train,264195,797,1000,3659.322,911.000,2.058,0.501,0.000,-127.029,0.492,1.442
849,train,265195,798,1000,3504.760,928.800,2.066,0.601,0.000,-127.255,0.486,1.431
850,train,265195,798,1000,3504.760,928.800,2.064,0.467,0.000,-127.438,0.484,1.432
851,train,266195,799,1000,3736.111,1000.000,2.064,0.467,0.000,-127.438,0.484,1.432
852,train,267195,800,1000,3843.111,1000.000,2.071,0.521,0.000,-127.512,0.479,1.436
853,train,268195,801,1000,3597.861,1000.000,2.082,0.513,0.000,-127.630,0.470,1.430
854,train,269195,802,1000,3687.370,1000.000,2.088,0.510,0.000,-127.716,0.471,1.431
855,train,270195,803,1000,3140.739,1000.000,2.087,0.493,0.000,-127.739,0.478,1.420
856,train,270195,803,1000,3140.739,1000.000,2.088,0.516,0.000,-127.751,0.508,1.428
857,train,271195,804,1000,3731.249,1000.000,2.088,0.516,0.000,-127.751,0.508,1.428
858,train,272195,805,1000,3816.592,1000.000,2.095,0.462,0.000,-127.708,0.502,1.434
859,train,273195,806,1000,3790.184,1000.000,2.099,0.449,0.000,-127.604,0.493,1.423
860,train,274195,807,1000,3752.119,1000.000,2.106,0.458,0.000,-127.523,0.509,1.428
861,train,275195,808,1000,3942.345,1000.000,2.121,0.461,0.000,-127.481,0.522,1.422
862,train,275195,808,1000,3942.345,1000.000,2.117,0.469,0.000,-127.444,0.531,1.426
863,train,276195,809,1000,3592.445,1000.000,2.117,0.469,0.000,-127.444,0.531,1.426
864,train,277195,810,1000,3795.960,1000.000,2.118,0.492,0.000,-127.372,0.544,1.433
865,train,278195,811,1000,3792.647,1000.000,2.130,0.462,0.000,-127.286,0.520,1.430
866,train,279195,812,1000,3758.400,1000.000,2.141,0.443,0.000,-127.169,0.532,1.428
867,train,280195,813,1000,3653.894,1000.000,2.152,0.500,0.000,-127.098,0.519,1.430
868,train,280195,813,1000,3653.894,1000.000,2.149,0.538,0.000,-127.163,0.501,1.432
869,train,281195,814,1000,3379.817,1000.000,2.149,0.538,0.000,-127.163,0.501,1.432
870,train,282195,815,1000,3291.770,1000.000,2.154,0.520,0.000,-127.266,0.509,1.441
871,train,283195,816,1000,3575.302,1000.000,2.162,0.473,0.000,-127.269,0.512,1.436
872,train,284195,817,1000,3331.715,1000.000,2.164,0.507,0.000,-127.227,0.514,1.438
873,train,285195,818,1000,3208.040,1000.000,2.158,0.528,0.000,-127.273,0.517,1.430
874,train,285195,818,1000,3208.040,1000.000,2.170,0.556,0.000,-127.402,0.493,1.434
875,train,286195,819,1000,2739.068,1000.000,2.170,0.556,0.000,-127.402,0.493,1.434
876,train,287195,820,1000,3145.777,1000.000,2.170,0.514,0.000,-127.520,0.505,1.435
877,train,288195,821,1000,2897.994,1000.000,2.174,0.445,0.000,-127.548,0.481,1.430
878,train,289195,822,1000,2956.666,1000.000,2.176,0.467,0.000,-127.523,0.485,1.435
879,train,290195,823,1000,3027.206,1000.000,2.177,0.527,0.000,-127.569,0.479,1.438
880,train,290195,823,1000,3027.206,1000.000,2.185,0.515,0.000,-127.674,0.489,1.440
881,train,291195,824,1000,3911.052,1000.000,2.185,0.515,0.000,-127.674,0.489,1.440
882,train,292195,825,1000,3642.388,1000.000,2.193,0.455,0.000,-127.679,0.494,1.428
883,train,293195,826,1000,3522.343,1000.000,2.190,0.543,0.000,-127.735,0.497,1.440
884,train,294195,827,1000,3572.090,1000.000,2.203,0.443,0.000,-127.771,0.472,1.430
885,train,295195,828,1000,3036.908,1000.000,2.198,0.495,0.000,-127.698,0.481,1.437
886,train,295195,828,1000,3036.908,1000.000,2.194,0.463,0.000,-127.661,0.498,1.434
887,train,296195,829,1000,3497.927,1000.000,2.194,0.463,0.000,-127.661,0.498,1.434
888,train,297195,830,1000,3174.979,1000.000,2.203,0.441,0.000,-127.633,0.492,1.435
889,train,298195,831,1000,3003.253,1000.000,2.207,0.483,0.000,-127.641,0.504,1.433
890,train,299195,832,1000,3290.494,1000.000,2.205,0.555,0.000,-127.705,0.493,1.433
891,train,299431,833,236,2897.617,1000.000,2.199,0.533,0.000,-127.799,0.500,1.431
892,train,300431,834,1000,2564.451,872.667,2.199,0.520,0.000,-127.825,0.498,1.431
893,train,300431,834,1000,2564.451,872.667,2.212,0.555,0.000,-127.975,0.486,1.433
894,train,301431,835,1000,3780.859,1000.000,2.212,0.555,0.000,-127.975,0.486,1.433
895,train,301780,836,349,3750.762,1000.000,2.224,0.476,0.000,-128.089,0.482,1.440
896,train,302780,837,1000,2895.473,783.000,2.222,0.491,0.000,-128.116,0.486,1.441
897,train,303780,838,1000,3049.099,837.250,2.216,0.462,0.000,-128.103,0.496,1.450
898,train,304320,839,540,3155.169,869.800,2.222,0.508,0.000,-128.143,0.498,1.440
899,train,305320,840,1000,2850.539,814.833,2.225,0.524,0.000,-128.195,0.499,1.436
900,train,305320,840,1000,2850.539,814.833,2.227,0.504,0.000,-128.308,0.502,1.438
901,train,306320,841,1000,1714.023,1000.000,2.227,0.504,0.000,-128.308,0.502,1.438
902,train,307320,842,1000,2587.540,1000.000,2.229,0.540,0.000,-128.427,0.478,1.444
903,train,308320,843,1000,3077.124,1000.000,2.224,0.496,0.000,-128.488,0.475,1.444
904,train,309094,844,774,3332.118,1000.000,2.236,0.529,0.000,-128.541,0.472,1.438
905,train,310094,845,1000,3268.114,954.800,2.242,0.424,0.000,-128.519,0.460,1.438
906,train,310094,845,1000,3268.114,954.800,2.253,0.478,0.000,-128.463,0.451,1.435
907,train,311094,846,1000,3595.892,1000.000,2.253,0.478,0.000,-128.463,0.451,1.435
908,train,312094,847,1000,3386.961,1000.000,2.250,0.535,0.000,-128.482,0.457,1.437
909,train,313094,848,1000,3757.329,1000.000,2.267,0.431,0.000,-128.490,0.463,1.440
910,train,314094,849,1000,3687.328,1000.000,2.256,0.488,0.000,-128.459,0.463,1.439
911,train,315094,850,1000,3806.403,1000.000,2.271,0.525,0.000,-128.502,0.478,1.435
912,train,315094,850,1000,3806.403,1000.000,2.271,0.509,0.000,-128.604,0.460,1.444
913,train,316094,851,1000,3340.007,1000.000,2.271,0.509,0.000,-128.604,0.460,1.444
914,train,317094,852,1000,3597.915,1000.000,2.279,0.494,0.000,-128.682,0.471,1.443
915,train,317212,853,118,3752.404,1000.000,2.281,0.522,0.000,-128.770,0.473,1.436
916,train,318212,854,1000,2920.875,779.500,2.279,0.523,0.000,-128.786,0.474,1.434
917,train,319030,855,818,3125.593,823.600,2.288,0.457,0.000,-128.831,0.458,1.436
918,train,320030,856,1000,3184.877,822.667,2.296,0.474,0.000,-128.830,0.473,1.437
919,train,320030,856,1000,3184.877,822.667,2.294,0.527,0.000,-128.835,0.487,1.440
