,type,total_timesteps,num_episodes,episode_timesteps,train_episode_reward,train_episode_timesteps,train_reward,train_predicted_reward,reward_pearsonr,actor_loss,critic_loss,discriminator_loss
305,train,55204,295,50,186.417,135.500,0.713,0.405,0.000,-88.751,0.825,1.397
306,train,55421,296,217,154.187,107.000,0.714,0.402,0.000,-88.790,0.822,1.399
307,train,56421,297,1000,178.188,134.500,0.714,0.407,0.000,-88.966,0.817,1.402
308,train,56456,298,35,370.990,307.600,0.725,0.397,0.000,-89.805,0.825,1.399
309,train,56616,299,160,317.611,262.167,0.726,0.398,0.000,-89.840,0.823,1.399
310,train,56886,300,270,312.775,247.571,0.727,0.396,0.000,-89.977,0.830,1.403
311,train,56974,301,88,325.989,250.375,0.728,0.390,0.000,-90.172,0.830,1.409
312,train,57974,302,1000,311.182,232.333,0.729,0.394,0.000,-90.234,0.830,1.408
313,train,58155,303,181,363.379,309.100,0.740,0.363,0.000,-90.956,0.805,1.387
314,train,58177,304,22,366.211,297.455,0.741,0.371,0.000,-91.091,0.809,1.390
315,train,59177,305,1000,338.794,274.500,0.742,0.372,0.000,-91.108,0.811,1.391
316,train,59574,306,397,393.008,330.308,0.749,0.395,0.000,-91.768,0.806,1.400
317,train,59591,307,17,418.353,335.071,0.750,0.391,0.000,-92.034,0.803,1.390
318,train,59934,308,343,392.400,313.867,0.750,0.390,0.000,-92.047,0.804,1.390
319,train,60054,309,120,398.568,315.688,0.753,0.364,0.000,-92.268,0.809,1.387
320,train,60054,309,120,398.568,315.688,0.753,0.358,0.000,-92.348,0.820,1.387
321,train,60208,310,154,178.774,120.000,0.753,0.358,0.000,-92.348,0.820,1.387
322,train,60300,311,92,267.670,137.000,0.755,0.348,0.000,-92.443,0.827,1.384
323,train,60535,312,235,240.379,122.000,0.755,0.346,0.000,-92.507,0.828,1.381
324,train,61270,313,735,299.080,150.250,0.756,0.348,0.000,-92.651,0.832,1.384
325,train,62270,314,1000,424.977,267.200,0.770,0.377,0.000,-93.145,0.824,1.398
326,train,62895,315,625,495.957,389.333,0.779,0.387,0.000,-93.819,0.808,1.403
327,train,63147,316,252,576.022,423.000,0.784,0.362,0.000,-94.207,0.806,1.392
328,train,63166,317,19,551.570,401.625,0.785,0.374,0.000,-94.366,0.821,1.394
329,train,63223,318,57,495.144,359.111,0.785,0.374,0.000,-94.376,0.821,1.395
330,train,63349,319,126,457.405,328.900,0.785,0.372,0.000,-94.405,0.822,1.396
331,train,63383,320,34,441.872,310.455,0.787,0.371,0.000,-94.489,0.824,1.394
332,train,63405,321,22,408.722,287.417,0.788,0.373,0.000,-94.504,0.826,1.393
333,train,63847,322,442,379.523,267.000,0.788,0.374,0.000,-94.511,0.829,1.393
334,train,63866,323,19,392.657,279.500,0.791,0.376,0.000,-94.752,0.818,1.398
335,train,64866,324,1000,368.480,262.133,0.793,0.378,0.000,-94.765,0.818,1.397
336,train,64911,325,45,393.860,308.250,0.797,0.329,0.000,-95.244,0.817,1.406
337,train,64988,326,77,376.354,292.765,0.797,0.330,0.000,-95.265,0.820,1.406
338,train,65389,327,401,363.384,280.778,0.795,0.337,0.000,-95.294,0.819,1.404
339,train,65389,327,401,363.384,280.778,0.797,0.374,0.000,-95.487,0.843,1.397
340,train,65404,328,15,800.023,401.000,0.797,0.374,0.000,-95.487,0.843,1.397
341,train,65501,329,97,410.015,208.000,0.797,0.375,0.000,-95.493,0.842,1.398
342,train,65793,330,292,328.958,171.000,0.799,0.385,0.000,-95.549,0.849,1.396
343,train,65816,331,23,370.839,201.250,0.805,0.401,0.000,-95.701,0.865,1.398
344,train,65903,332,87,302.110,165.600,0.805,0.402,0.000,-95.714,0.863,1.399
345,train,65955,333,52,281.877,152.500,0.806,0.406,0.000,-95.761,0.867,1.403
346,train,65978,334,23,251.350,138.143,0.809,0.403,0.000,-95.784,0.864,1.403
347,train,66311,335,333,223.775,123.750,0.809,0.401,0.000,-95.804,0.865,1.402
348,train,66337,336,26,242.130,147.000,0.812,0.386,0.000,-96.014,0.851,1.402
349,train,66347,337,10,221.660,134.900,0.812,0.388,0.000,-96.028,0.853,1.403
350,train,66397,338,50,202.633,123.545,0.813,0.388,0.000,-96.033,0.852,1.403
351,train,66439,339,42,192.479,117.417,0.814,0.385,0.000,-96.062,0.851,1.402
352,train,66608,340,169,182.506,111.615,0.814,0.385,0.000,-96.087,0.850,1.401
353,train,67139,341,531,186.654,115.714,0.816,0.387,0.000,-96.200,0.842,1.400
354,train,67181,342,42,249.016,143.400,0.827,0.395,0.000,-96.576,0.856,1.391
355,train,67224,343,43,237.076,137.062,0.826,0.395,0.000,-96.598,0.864,1.391
356,train,67247,344,23,227.528,131.529,0.827,0.395,0.000,-96.625,0.867,1.389
357,train,67692,345,445,216.766,125.500,0.829,0.394,0.000,-96.642,0.867,1.388
358,train,67805,346,113,239.658,142.316,0.831,0.392,0.000,-96.921,0.902,1.389
359,train,67880,347,75,238.842,140.850,0.834,0.396,0.000,-96.991,0.906,1.393
360,train,67946,348,66,234.655,137.714,0.834,0.398,0.000,-97.040,0.908,1.393
361,train,68219,349,273,230.092,134.455,0.833,0.395,0.000,-97.083,0.913,1.395
362,train,68246,350,27,244.805,140.478,0.836,0.377,0.000,-97.257,0.909,1.396
363,train,68260,351,14,236.139,135.750,0.836,0.380,0.000,-97.274,0.912,1.396
364,train,68281,352,21,227.294,130.880,0.836,0.380,0.000,-97.284,0.913,1.396
365,train,68301,353,20,219.783,126.654,0.837,0.379,0.000,-97.296,0.916,1.395
366,train,68315,354,14,212.981,122.704,0.837,0.379,0.000,-97.307,0.921,1.395
367,train,68337,355,22,206.110,118.821,0.838,0.379,0.000,-97.313,0.921,1.395
368,train,68355,356,18,200.573,115.483,0.838,0.379,0.000,-97.327,0.915,1.393
369,train,68563,357,208,195.098,112.233,0.838,0.379,0.000,-97.338,0.915,1.393
370,train,68606,358,43,203.024,115.323,0.844,0.376,0.000,-97.476,0.928,1.389
371,train,69606,359,1000,198.913,113.062,0.844,0.376,0.000,-97.506,0.928,1.388
372,train,69981,360,375,223.009,139.939,0.854,0.376,0.000,-98.045,0.877,1.394
373,train,70258,361,277,240.835,146.853,0.856,0.355,0.000,-98.244,0.871,1.389
374,train,70258,361,277,240.835,146.853,0.858,0.349,0.000,-98.384,0.882,1.381
375,train,70351,362,93,422.189,277.000,0.858,0.349,0.000,-98.384,0.882,1.381
376,train,70367,363,16,316.186,185.000,0.858,0.349,0.000,-98.436,0.881,1.380
377,train,70553,364,186,217.508,128.667,0.858,0.349,0.000,-98.445,0.882,1.381
378,train,70886,365,333,265.589,143.000,0.864,0.349,0.000,-98.515,0.891,1.385
379,train,71886,366,1000,298.092,181.000,0.866,0.373,0.000,-98.687,0.892,1.381
380,train,71897,367,11,302.317,317.500,0.863,0.362,0.000,-99.165,0.862,1.377
381,train,71931,368,34,260.553,273.714,0.863,0.362,0.000,-99.173,0.863,1.377
382,train,71944,369,13,234.924,243.750,0.862,0.361,0.000,-99.189,0.861,1.377
383,train,71965,370,21,210.389,218.111,0.862,0.360,0.000,-99.195,0.859,1.376
384,train,72023,371,58,192.831,198.400,0.862,0.361,0.000,-99.208,0.858,1.376
385,train,72041,372,18,183.537,185.636,0.863,0.361,0.000,-99.238,0.858,1.377
386,train,72085,373,44,170.391,171.667,0.862,0.362,0.000,-99.247,0.858,1.376
387,train,72311,374,226,164.892,161.846,0.864,0.362,0.000,-99.272,0.858,1.377
388,train,72332,375,21,187.681,166.429,0.867,0.367,0.000,-99.385,0.868,1.374
389,train,73332,376,1000,178.028,156.733,0.867,0.369,0.000,-99.402,0.870,1.374
390,train,73444,377,112,211.875,209.438,0.865,0.424,0.000,-99.916,0.868,1.386
391,train,73465,378,21,206.049,203.706,0.865,0.424,0.000,-99.979,0.855,1.385
392,train,73486,379,21,196.441,193.556,0.865,0.422,0.000,-99.992,0.851,1.386
393,train,73500,380,14,188.436,184.474,0.865,0.422,0.000,-100.002,0.852,1.386
394,train,73720,381,220,179.622,175.950,0.865,0.422,0.000,-100.004,0.851,1.387
395,train,74720,382,1000,194.341,178.048,0.866,0.425,0.000,-100.131,0.858,1.389
396,train,74776,383,56,220.772,215.409,0.870,0.369,0.000,-100.575,0.836,1.390
397,train,74801,384,25,216.009,208.478,0.872,0.367,0.000,-100.589,0.844,1.388
398,train,74821,385,20,208.512,200.833,0.871,0.369,0.000,-100.599,0.840,1.387
399,train,74983,386,162,201.017,193.600,0.871,0.369,0.000,-100.609,0.838,1.389
400,train,75014,387,31,205.964,192.385,0.872,0.372,0.000,-100.682,0.837,1.388
401,train,75014,387,31,205.964,192.385,0.873,0.371,0.000,-100.697,0.839,1.386
402,train,75097,388,83,53.212,31.000,0.873,0.371,0.000,-100.697,0.839,1.386
403,train,75112,389,15,84.497,57.000,0.873,0.370,0.000,-100.732,0.843,1.387
404,train,75127,390,15,59.496,43.000,0.873,0.370,0.000,-100.736,0.843,1.386
405,train,75142,391,15,46.259,36.000,0.873,0.370,0.000,-100.739,0.844,1.385
406,train,76142,392,1000,37.903,31.800,0.874,0.371,0.000,-100.747,0.845,1.385
407,train,76764,393,622,185.525,193.167,0.875,0.351,0.000,-101.066,0.819,1.382
408,train,76797,394,33,256.606,254.429,0.881,0.337,0.000,-101.324,0.790,1.382
409,train,76848,395,51,230.697,226.750,0.880,0.341,0.000,-101.339,0.794,1.381
410,train,76860,396,12,219.016,207.222,0.882,0.341,0.000,-101.359,0.790,1.381
411,train,76874,397,14,198.823,187.700,0.882,0.340,0.000,-101.363,0.788,1.381
412,train,76947,398,73,182.045,171.909,0.882,0.340,0.000,-101.364,0.787,1.380
413,train,76993,399,46,179.602,163.667,0.882,0.345,0.000,-101.381,0.793,1.379
414,train,77003,400,10,172.896,154.615,0.882,0.349,0.000,-101.401,0.791,1.379
415,train,77015,401,12,160.990,144.286,0.882,0.349,0.000,-101.405,0.788,1.379
416,train,77026,402,11,151.634,135.467,0.882,0.349,0.000,-101.406,0.783,1.378
417,train,77039,403,13,142.600,127.688,0.882,0.350,0.000,-101.412,0.780,1.379
418,train,77055,404,16,135.217,120.941,0.883,0.351,0.000,-101.417,0.779,1.379
419,train,77123,405,68,128.332,115.111,0.882,0.351,0.000,-101.424,0.777,1.379
420,train,77292,406,169,129.546,112.632,0.882,0.351,0.000,-101.455,0.777,1.380
421,train,77373,407,81,139.942,115.450,0.879,0.351,0.000,-101.516,0.789,1.384
422,train,78373,408,1000,140.853,113.810,0.879,0.356,0.000,-101.556,0.790,1.387
423,train,78551,409,178,174.298,154.091,0.890,0.385,0.000,-101.981,0.790,1.380
424,train,78848,410,297,184.800,155.130,0.891,0.386,0.000,-102.059,0.786,1.380
425,train,79010,411,162,202.887,161.042,0.893,0.383,0.000,-102.204,0.797,1.386
426,train,79245,412,235,206.379,161.080,0.894,0.376,0.000,-102.270,0.791,1.385
427,train,79350,413,105,215.084,163.923,0.895,0.366,0.000,-102.377,0.806,1.385
428,train,79396,414,46,214.006,161.741,0.897,0.362,0.000,-102.428,0.806,1.385
429,train,79424,415,28,209.838,157.607,0.896,0.358,0.000,-102.448,0.808,1.384
430,train,79532,416,108,203.916,153.138,0.896,0.358,0.000,-102.457,0.809,1.382
431,train,79606,417,74,204.806,151.633,0.898,0.354,0.000,-102.498,0.806,1.379
432,train,79617,418,11,203.533,149.129,0.898,0.356,0.000,-102.539,0.806,1.378
433,train,79671,419,54,197.447,144.812,0.899,0.356,0.000,-102.546,0.809,1.378
434,train,80004,420,333,193.168,142.061,0.898,0.356,0.000,-102.572,0.808,1.379
435,train,80004,420,333,193.168,142.061,0.901,0.357,0.000,-102.715,0.799,1.376
436,train,80042,421,38,688.237,333.000,0.901,0.357,0.000,-102.715,0.799,1.376
437,train,80179,422,137,383.305,185.500,0.900,0.358,0.000,-102.735,0.793,1.376
438,train,80235,423,56,336.982,169.333,0.903,0.361,0.000,-102.791,0.787,1.371
439,train,80418,424,183,276.346,141.000,0.905,0.365,0.000,-102.814,0.791,1.370
440,train,80434,425,16,279.537,149.400,0.908,0.365,0.000,-102.895,0.787,1.373
441,train,80477,426,43,234.423,127.167,0.909,0.366,0.000,-102.905,0.787,1.373
442,train,80502,427,25,211.984,115.143,0.909,0.368,0.000,-102.926,0.788,1.375
443,train,80523,428,21,192.031,103.875,0.909,0.370,0.000,-102.937,0.789,1.375
444,train,80548,429,25,174.465,94.667,0.910,0.372,0.000,-102.945,0.790,1.377
445,train,80586,430,38,161.770,87.700,0.911,0.373,0.000,-102.956,0.796,1.379
446,train,80661,431,75,153.493,83.182,0.912,0.372,0.000,-102.978,0.792,1.380
447,train,80742,432,81,151.828,82.500,0.914,0.374,0.000,-103.009,0.784,1.378
448,train,80766,433,24,151.785,82.385,0.916,0.375,0.000,-103.053,0.787,1.380
449,train,80781,434,15,143.324,78.214,0.915,0.375,0.000,-103.066,0.788,1.379
450,train,81781,435,1000,135.036,74.000,0.916,0.375,0.000,-103.072,0.788,1.380
451,train,81873,436,92,177.938,131.875,0.915,0.394,0.000,-103.546,0.776,1.374
452,train,81892,437,19,176.651,129.529,0.915,0.397,0.000,-103.592,0.773,1.375
453,train,82452,438,560,167.693,123.389,0.915,0.396,0.000,-103.599,0.773,1.375
454,train,83452,439,1000,215.389,146.368,0.922,0.397,0.000,-103.872,0.785,1.377
455,train,83909,440,457,242.573,189.050,0.916,0.404,0.000,-104.303,0.748,1.370
456,train,84909,441,1000,258.727,201.810,0.914,0.411,0.000,-104.506,0.743,1.372
457,train,84977,442,68,299.634,238.091,0.920,0.358,0.000,-104.909,0.787,1.370
458,train,85022,443,45,294.454,230.696,0.922,0.361,0.000,-104.941,0.790,1.372
459,train,85022,443,45,294.454,230.696,0.923,0.364,0.000,-104.964,0.796,1.374
460,train,85060,444,38,66.450,45.000,0.923,0.364,0.000,-104.964,0.796,1.374
461,train,85113,445,53,66.294,41.500,0.922,0.366,0.000,-104.981,0.791,1.377
462,train,85128,446,15,82.848,45.333,0.923,0.366,0.000,-105.011,0.792,1.377
463,train,86128,447,1000,64.579,37.750,0.922,0.366,0.000,-105.015,0.791,1.376
464,train,86222,448,94,219.509,230.200,0.923,0.324,0.000,-105.360,0.728,1.364
465,train,86305,449,83,222.684,207.500,0.924,0.330,0.000,-105.393,0.731,1.362
466,train,86399,450,94,215.918,189.714,0.923,0.333,0.000,-105.426,0.729,1.361
467,train,86477,451,78,221.329,177.750,0.923,0.336,0.000,-105.457,0.720,1.359
468,train,86498,452,21,212.496,166.667,0.922,0.335,0.000,-105.476,0.718,1.358
469,train,86556,453,58,194.800,152.100,0.921,0.337,0.000,-105.483,0.718,1.359
470,train,86666,454,110,183.496,143.545,0.923,0.336,0.000,-105.506,0.721,1.357
471,train,86927,455,261,178.729,140.750,0.925,0.334,0.000,-105.533,0.722,1.359
472,train,87283,456,356,195.086,150.000,0.927,0.356,0.000,-105.615,0.729,1.359
473,train,88283,457,1000,225.378,164.714,0.929,0.365,0.000,-105.728,0.732,1.363
474,train,88372,458,89,259.566,220.400,0.939,0.383,0.000,-106.066,0.734,1.366
475,train,88935,459,563,256.065,212.188,0.941,0.381,0.000,-106.090,0.725,1.364
476,train,89021,460,86,313.154,232.824,0.942,0.366,0.000,-106.281,0.742,1.371
477,train,89186,461,165,306.669,224.667,0.943,0.363,0.000,-106.307,0.741,1.368
478,train,89328,462,142,304.288,221.526,0.945,0.360,0.000,-106.358,0.742,1.366
479,train,89402,463,74,302.671,217.550,0.944,0.356,0.000,-106.407,0.740,1.366
480,train,90182,464,780,294.714,210.714,0.944,0.358,0.000,-106.437,0.742,1.369
481,train,90182,464,780,294.714,210.714,0.954,0.389,0.000,-106.739,0.730,1.372
482,train,90210,465,28,1400.986,780.000,0.954,0.389,0.000,-106.739,0.730,1.372
483,train,90304,466,94,716.822,404.000,0.955,0.389,0.000,-106.751,0.727,1.371
484,train,91293,467,989,530.841,300.667,0.958,0.393,0.000,-106.782,0.726,1.371
485,train,91670,468,377,907.816,472.750,0.968,0.370,0.000,-107.176,0.729,1.374
486,train,92670,469,1000,876.173,453.600,0.967,0.370,0.000,-107.295,0.713,1.372
487,train,92907,470,237,880.626,544.667,0.973,0.373,0.000,-107.550,0.725,1.372
488,train,93255,471,348,834.760,500.714,0.976,0.378,0.000,-107.628,0.714,1.377
489,train,94255,472,1000,811.860,481.625,0.978,0.387,0.000,-107.726,0.719,1.379
490,train,94285,473,30,908.157,539.222,0.986,0.344,0.000,-108.061,0.718,1.379
491,train,94413,474,128,822.898,488.300,0.986,0.346,0.000,-108.074,0.719,1.378
492,train,94465,475,52,768.777,455.545,0.986,0.352,0.000,-108.126,0.708,1.372
493,train,94750,476,285,714.590,421.917,0.985,0.353,0.000,-108.147,0.706,1.373
494,train,95750,477,1000,704.086,411.385,0.984,0.352,0.000,-108.242,0.705,1.369
495,train,95750,477,1000,704.086,411.385,1.002,0.382,0.000,-108.549,0.688,1.380
496,train,95991,478,241,2089.710,1000.000,1.002,0.382,0.000,-108.549,0.688,1.380
497,train,96991,479,1000,1408.545,620.500,0.999,0.376,0.000,-108.629,0.677,1.379
498,train,97427,480,436,1642.434,747.000,1.017,0.378,0.000,-108.942,0.669,1.370
499,train,98427,481,1000,1518.796,669.250,1.022,0.368,0.000,-109.108,0.674,1.380
500,train,98555,482,128,1533.081,735.400,1.030,0.352,0.000,-109.369,0.669,1.380
501,train,98651,483,96,1322.885,634.167,1.032,0.361,0.000,-109.419,0.675,1.383
502,train,98682,484,31,1164.935,557.286,1.029,0.360,0.000,-109.432,0.679,1.384
503,train,98840,485,158,1026.355,491.500,1.030,0.362,0.000,-109.436,0.678,1.385
504,train,99840,486,1000,940.784,454.444,1.033,0.368,0.000,-109.482,0.682,1.387
505,train,100493,487,653,1057.585,509.000,1.045,0.393,0.000,-109.753,0.679,1.383
506,train,100493,487,653,1057.585,509.000,1.052,0.421,0.000,-110.005,0.676,1.380
507,train,101493,488,1000,1319.169,653.000,1.052,0.421,0.000,-110.005,0.676,1.380
508,train,101727,489,234,1772.631,826.500,1.060,0.370,0.000,-110.329,0.679,1.381
509,train,102212,490,485,1371.652,629.000,1.064,0.376,0.000,-110.402,0.675,1.387
510,train,102386,491,174,1339.232,593.000,1.067,0.386,0.000,-110.531,0.687,1.385
511,train,102796,492,410,1154.890,509.200,1.069,0.393,0.000,-110.581,0.690,1.383
512,train,102813,493,17,1146.376,492.667,1.079,0.410,0.000,-110.719,0.704,1.382
513,train,103813,494,1000,987.154,424.714,1.080,0.411,0.000,-110.725,0.704,1.383
514,train,103853,495,40,1022.213,496.625,1.079,0.401,0.000,-110.997,0.702,1.386
515,train,104027,496,174,918.300,445.889,1.078,0.398,0.000,-111.006,0.699,1.385
516,train,104060,497,33,864.402,418.700,1.079,0.392,0.000,-111.042,0.716,1.384
517,train,104201,498,141,790.887,383.636,1.079,0.392,0.000,-111.050,0.713,1.385
518,train,104319,499,118,749.328,363.417,1.081,0.382,0.000,-111.070,0.707,1.386
519,train,104523,500,204,708.050,344.538,1.082,0.380,0.000,-111.100,0.701,1.385
520,train,104659,501,136,695.769,334.500,1.083,0.373,0.000,-111.136,0.704,1.388
521,train,104735,502,76,668.690,321.267,1.083,0.379,0.000,-111.160,0.731,1.390
522,train,105735,503,1000,637.339,305.938,1.086,0.380,0.000,-111.179,0.729,1.388
523,train,105735,503,1000,637.339,305.938,1.092,0.297,0.000,-111.256,0.662,1.391
524,train,105877,504,142,805.782,1000.000,1.092,0.297,0.000,-111.256,0.662,1.391
525,train,106766,505,889,584.100,571.000,1.094,0.319,0.000,-111.276,0.656,1.385
526,train,106825,506,59,883.112,677.000,1.098,0.334,0.000,-111.295,0.655,1.379
527,train,106876,507,51,694.521,522.500,1.099,0.332,0.000,-111.307,0.660,1.378
528,train,106919,508,43,584.396,428.200,1.097,0.330,0.000,-111.309,0.661,1.378
529,train,106943,509,24,507.409,364.000,1.096,0.332,0.000,-111.313,0.663,1.376
530,train,107197,510,254,441.433,315.429,1.097,0.335,0.000,-111.320,0.663,1.375
531,train,107239,511,42,483.596,307.750,1.102,0.361,0.000,-111.368,0.663,1.381
532,train,107510,512,271,439.258,278.222,1.101,0.361,0.000,-111.367,0.663,1.379
533,train,107677,513,167,456.824,277.500,1.104,0.377,0.000,-111.420,0.660,1.375
534,train,107701,514,24,440.303,267.455,1.106,0.398,0.000,-111.479,0.662,1.379
535,train,107782,515,81,406.777,247.167,1.107,0.399,0.000,-111.488,0.663,1.379
536,train,107899,516,117,389.869,234.385,1.109,0.402,0.000,-111.507,0.664,1.378
537,train,107950,517,51,385.215,226.000,1.112,0.396,0.000,-111.529,0.655,1.379
538,train,108017,518,67,367.642,214.333,1.113,0.393,0.000,-111.538,0.656,1.378
539,train,108202,519,185,352.930,205.125,1.112,0.395,0.000,-111.563,0.656,1.378
540,train,108221,520,19,358.355,203.941,1.114,0.384,0.000,-111.608,0.661,1.377
541,train,108280,521,59,339.573,193.667,1.115,0.386,0.000,-111.611,0.660,1.377
542,train,108377,522,97,329.119,186.579,1.116,0.390,0.000,-111.625,0.666,1.377
543,train,108824,523,447,322.783,182.100,1.118,0.392,0.000,-111.650,0.670,1.376
544,train,109105,524,281,354.645,194.714,1.122,0.385,0.000,-111.773,0.652,1.381
545,train,109329,525,224,368.395,198.636,1.123,0.392,0.000,-111.838,0.657,1.378
546,train,109373,526,44,372.266,199.739,1.122,0.386,0.000,-111.891,0.662,1.382
547,train,109480,527,107,359.926,193.250,1.122,0.384,0.000,-111.903,0.662,1.381
548,train,109620,528,140,354.494,189.800,1.120,0.387,0.000,-111.930,0.660,1.378
549,train,110006,529,386,351.670,187.885,1.121,0.391,0.000,-111.968,0.661,1.381
550,train,110006,529,386,351.670,187.885,1.126,0.395,0.000,-112.061,0.662,1.383
551,train,110228,530,222,864.787,386.000,1.126,0.395,0.000,-112.061,0.662,1.383
552,train,111228,531,1000,691.380,304.000,1.128,0.396,0.000,-112.116,0.662,1.382
553,train,112228,532,1000,1198.142,536.000,1.146,0.440,0.000,-112.424,0.660,1.380
554,train,112565,533,337,1464.812,652.000,1.150,0.426,0.000,-112.709,0.671,1.377
555,train,113565,534,1000,1329.192,589.000,1.154,0.419,0.000,-112.782,0.646,1.378
556,train,113659,535,94,1470.150,657.500,1.168,0.404,0.000,-113.047,0.634,1.382
557,train,114325,536,666,1305.830,577.000,1.168,0.410,0.000,-113.073,0.635,1.383
558,train,115325,537,1000,1270.767,588.125,1.169,0.378,0.000,-113.211,0.627,1.383
559,train,115325,537,1000,1270.767,588.125,1.183,0.400,0.000,-113.400,0.615,1.392
560,train,115452,538,127,2631.633,1000.000,1.183,0.400,0.000,-113.400,0.615,1.392
561,train,116452,539,1000,1457.160,563.500,1.181,0.404,0.000,-113.432,0.619,1.390
562,train,116608,540,156,1746.429,709.000,1.192,0.496,0.000,-113.806,0.632,1.386
563,train,116659,541,51,1379.636,570.750,1.193,0.493,0.000,-113.873,0.626,1.387
564,train,116854,542,195,1123.913,466.800,1.193,0.491,0.000,-113.895,0.626,1.386
565,train,116909,543,55,1014.985,421.500,1.194,0.470,0.000,-113.957,0.617,1.385
566,train,117109,544,200,883.862,369.143,1.195,0.465,0.000,-113.974,0.614,1.388
567,train,117164,545,55,835.397,348.000,1.199,0.449,0.000,-114.065,0.616,1.392
568,train,117258,546,94,752.351,315.444,1.198,0.445,0.000,-114.088,0.613,1.394
569,train,117286,547,28,698.324,293.300,1.200,0.438,0.000,-114.133,0.608,1.395
570,train,117543,548,257,640.865,269.182,1.200,0.437,0.000,-114.146,0.606,1.395
571,train,118543,549,1000,644.069,268.167,1.204,0.408,0.000,-114.237,0.593,1.397
572,train,119543,550,1000,670.578,324.462,1.213,0.396,0.000,-114.479,0.600,1.384
573,train,120543,551,1000,780.136,372.714,1.211,0.417,0.000,-114.660,0.627,1.384
574,train,120543,551,1000,780.136,372.714,1.206,0.363,0.000,-114.782,0.614,1.379
575,train,121543,552,1000,916.426,1000.000,1.206,0.363,0.000,-114.782,0.614,1.379
576,train,121650,553,107,1510.155,1000.000,1.214,0.406,0.000,-114.930,0.621,1.377
577,train,121711,554,61,1096.581,702.333,1.216,0.405,0.000,-114.965,0.621,1.376
578,train,122711,555,1000,856.283,542.000,1.215,0.405,0.000,-114.971,0.626,1.378
579,train,123711,556,1000,1091.838,633.600,1.223,0.388,0.000,-115.176,0.629,1.379
580,train,123855,557,144,1237.361,694.667,1.227,0.462,0.000,-115.409,0.631,1.389
581,train,124855,558,1000,1108.373,616.000,1.227,0.449,0.000,-115.429,0.624,1.392
582,train,124919,559,64,1228.891,664.000,1.235,0.471,0.000,-115.765,0.614,1.392
583,train,125223,560,304,1104.316,597.333,1.235,0.467,0.000,-115.777,0.618,1.389
584,train,125223,560,304,1104.316,597.333,1.236,0.444,0.000,-115.872,0.626,1.388
585,train,126223,561,1000,569.396,304.000,1.236,0.444,0.000,-115.872,0.626,1.388
586,train,127223,562,1000,1450.707,652.000,1.247,0.372,0.000,-116.128,0.633,1.389
587,train,127703,563,480,1601.059,768.000,1.256,0.363,0.000,-116.258,0.609,1.370
588,train,127784,564,81,1530.765,696.000,1.253,0.382,0.000,-116.318,0.627,1.376
589,train,128025,565,241,1271.540,573.000,1.256,0.381,0.000,-116.336,0.622,1.378
590,train,128062,566,37,1165.590,517.667,1.258,0.397,0.000,-116.354,0.627,1.385
591,train,128403,567,341,1006.656,449.000,1.259,0.401,0.000,-116.358,0.628,1.385
592,train,128494,568,91,980.033,435.500,1.264,0.440,0.000,-116.421,0.628,1.390
593,train,128526,569,32,891.257,397.222,1.263,0.442,0.000,-116.428,0.623,1.389
594,train,128982,570,456,807.445,360.700,1.264,0.442,0.000,-116.434,0.625,1.387
595,train,129896,571,914,819.501,369.364,1.263,0.445,0.000,-116.504,0.637,1.383
596,train,130896,572,1000,942.637,414.750,1.275,0.447,0.000,-116.736,0.625,1.387
597,train,130896,572,1000,942.637,414.750,1.286,0.378,0.000,-116.994,0.631,1.390
598,train,130969,573,73,2646.821,1000.000,1.286,0.378,0.000,-116.994,0.631,1.390
599,train,131226,574,257,1390.178,536.500,1.286,0.376,0.000,-117.014,0.632,1.388
600,train,132226,575,1000,1150.033,443.333,1.284,0.379,0.000,-117.052,0.643,1.387
601,train,132262,576,36,1500.756,582.500,1.290,0.400,0.000,-117.199,0.657,1.390
602,train,132387,577,125,1209.060,473.200,1.290,0.399,0.000,-117.207,0.658,1.389
603,train,132438,578,51,1066.710,415.167,1.292,0.401,0.000,-117.233,0.650,1.390
604,train,132538,579,100,930.182,363.143,1.293,0.400,0.000,-117.238,0.652,1.388
605,train,132653,580,115,848.128,330.250,1.294,0.401,0.000,-117.259,0.652,1.390
606,train,133653,581,1000,780.135,306.333,1.296,0.398,0.000,-117.272,0.658,1.387
607,train,133691,582,38,824.191,375.700,1.298,0.409,0.000,-117.430,0.681,1.388
608,train,133718,583,27,754.506,345.000,1.298,0.409,0.000,-117.430,0.681,1.389
609,train,133832,584,114,697.376,318.500,1.297,0.408,0.000,-117.435,0.679,1.387
610,train,133862,585,30,665.537,302.769,1.299,0.401,0.000,-117.460,0.672,1.386
611,train,133983,586,121,622.253,283.286,1.301,0.403,0.000,-117.465,0.670,1.386
612,train,134017,587,34,598.243,272.467,1.304,0.403,0.000,-117.479,0.663,1.389
613,train,134082,588,65,564.302,257.562,1.304,0.403,0.000,-117.486,0.659,1.388
614,train,134114,589,32,536.197,246.235,1.303,0.403,0.000,-117.492,0.662,1.388
615,train,134434,590,320,509.580,234.333,1.304,0.402,0.000,-117.500,0.658,1.388
616,train,134468,591,34,510.544,238.842,1.307,0.406,0.000,-117.558,0.656,1.389
617,train,134496,592,28,487.444,228.600,1.307,0.406,0.000,-117.563,0.655,1.388
